Genus	Bla_1	Bla_2	Bla_3	Bla_4	Bla_5	Bla_6	CK_1	CK_2	CK_3	CK_4	CK_5	CK_6	Whi_4	Whi_5	Gre_7	Whi_6	Whi_7	Gre_8	Gre_1	Gre_2	Gre_3	Gre_4	Gre_5	Gre_6	Whi_1	Whi_2	Whi_3
Fungi|Ascomycota|Dothideomycetes|Pleosporales|Didymellaceae|Didymella	0.160177427304091	0.258748151798916	0.141695416461311	0.751601774273041	0.0554460325283391	0.505174963035978	0.0369640216855594	0.0616067028092656	0.0123213405618531	0.0862493839329719	0.0123213405618531	0.0862493839329719	0	0.0492853622474125	0.0246426811237063	0.0924100542138985	0.0246426811237063	0.0616067028092656	0.0246426811237063	0.00616067028092657	0.0123213405618531	0.043124691966486	0.0492853622474125	0.0862493839329719	0.0616067028092656	0.0554460325283391	0.166338097585017
Fungi|Ascomycota|Dothideomycetes|Pleosporales|Didymellaceae|Didymellaceae_gen_Incertae_sedis	0.00616067028092657	0.00616067028092657	0.00616067028092657	0.166338097585017	0.043124691966486	0.400443568260227	0.0369640216855594	0.00616067028092657	0.00616067028092657	0	0.0800887136520453	0.0800887136520453	0	0	0	0	0	0.00616067028092657	0	0	0	0.0246426811237063	0.0492853622474125	0.0184820108427797	0	0	0
Fungi|Ascomycota|Dothideomycetes|Pleosporales|Didymellaceae|Epicoccum	0	0.0246426811237063	0.0123213405618531	0.0184820108427797	0	0.123213405618531	0	0.00616067028092657	0	0	0.0123213405618531	0.00616067028092657	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fungi|Ascomycota|Dothideomycetes|Pleosporales|Didymellaceae|Neoascochyta	0.0123213405618531	0	0	0	0	0	0	0	0.00616067028092657	0	0	0	0	0	0	0	0.00616067028092657	0	0	0	0	0	0	0	0	0	0
Fungi|Ascomycota|Dothideomycetes|Pleosporales|Didymellaceae|Phoma	0	0.00616067028092657	0	0.301872843765402	0	0.0184820108427797	0	0	0	0.0677673730901922	0	0	0.00616067028092657	0	0.0123213405618531	0.00616067028092657	0	0	0.0123213405618531	0	0	0	0	0	0.0123213405618531	0	0
Fungi|Ascomycota|Dothideomycetes|Pleosporales|Didymellaceae|Stagonosporopsis	0	0	0	0.0123213405618531	0.0123213405618531	0.0184820108427797	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fungi|Ascomycota|Dothideomycetes|Pleosporales|Didymellaceae|unassigned	0.289551503203549	0.338836865450961	0.184820108427797	0.314194184327255	0.209462789551503	0.856333169048793	0.0123213405618531	0.00616067028092657	0	0.0123213405618531	0.0246426811237063	0.0246426811237063	0	0.0246426811237063	0.0246426811237063	0.0369640216855594	0.00616067028092657	0.0554460325283391	0.0123213405618531	0.0308033514046328	0.0123213405618531	0.0246426811237063	0.0123213405618531	0.0246426811237063	0.332676195170034	0.141695416461311	0.43124691966486
Fungi|Ascomycota|Dothideomycetes|Pleosporales|Didymosphaeriaceae|Chromolaenicola	0.0246426811237063	0	0	0.166338097585017	0.123213405618531	0.166338097585017	0	0.0246426811237063	0.0184820108427797	0.135534746180384	0.0246426811237063	0.0616067028092656	0	0	0	0	0	0	0	0.00616067028092657	0.00616067028092657	0	0	0.00616067028092657	0	0	0
Fungi|Ascomycota|Dothideomycetes|Pleosporales|Didymosphaeriaceae|Deniquelata	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0369640216855594	0	0
Fungi|Ascomycota|Dothideomycetes|Pleosporales|Didymosphaeriaceae|Didymosphaeriaceae_gen_Incertae_sedis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00616067028092657	0.979546574667324	0.43124691966486	0	0	0
Fungi|Ascomycota|Dothideomycetes|Pleosporales|Didymosphaeriaceae|Montagnula	0.0184820108427797	0.0184820108427797	0.0123213405618531	0.17865943814687	0	0.283390832922622	0	0	0	0	0	0	0.00616067028092657	0	0	0.154016757023164	0.00616067028092657	0	0	0.00616067028092657	0	0	0.00616067028092657	0	0	0	0.0308033514046328
Fungi|Ascomycota|Dothideomycetes|Pleosporales|Didymosphaeriaceae|Paraconiothyrium	0.0308033514046328	0	0.0492853622474125	0.0184820108427797	0	0.0492853622474125	0.0492853622474125	0.0123213405618531	0	0.0123213405618531	0	0	0	0	0.00616067028092657	0.0246426811237063	0	0	0	0.00616067028092657	0	0.0924100542138985	0.0492853622474125	0.0739280433711188	0	0.00616067028092657	0.0123213405618531
Fungi|Ascomycota|Dothideomycetes|Pleosporales|Didymosphaeriaceae|Paraphaeosphaeria	0.0123213405618531	0.00616067028092657	0	0.0123213405618531	0	0.0800887136520453	0.00616067028092657	0	0	0.0123213405618531	0.00616067028092657	0.0246426811237063	0	0.00616067028092657	0	0.0123213405618531	0.00616067028092657	0	0	0	0	0	0	0	0	0	0
