	QiY201	QiY202	QiY204	QiY205	QiY206	taxonomy
b5f19f443a778f520ab8f8ec5f2ef6b7	0	0	171	0	0	k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Saccharomycetales_fam_Incertae_sedis;g__Candida;s__Candida_tropicalis
528968463de06f26d30de4e184afa4e1	0	0	0	0	86	k__Viridiplantae
1a47ef95a1f43d542fe1776f9ca8f270	144	0	0	0	0	k__Viridiplantae;p__Chlorophyta;c__Trebouxiophyceae;o__Oocystales;f__Oocystaceae;g__Chloroidium;s__Chloroidium_saccharophilum
a5b4b5878c331b1db15f7647aa174a50	0	0	8	107	0	k__Fungi
dcdc6f2334b6993dcba8504f24a5909b	0	0	0	0	37	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporaceae;g__Alternaria
266eb0e50a6b451d73721ba970ef43e5	2	0	0	0	0	k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales
62ab4b6885f1ecbdea9f695afe73c030	0	0	2	0	0	k__Viridiplantae;p__Chlorophyta
01bc302aa505375373c9a740820f1e7d	0	0	3	0	0	k__Viridiplantae;p__Chlorophyta
954b371b7979f17ef2af4f8b5d36a809	0	0	0	4	0	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Phaeosphaeriaceae;g__Setophaeosphaeria
550ce89a2a201548a3587de9ec913f51	39	56	0	0	0	k__Viridiplantae;p__Chlorophyta;c__Trebouxiophyceae;o__Chlorellales;f__Koliellaceae;g__Pseudochlorella;s__Pseudochlorella_sp
792f55188c863c462871b523d6e0b442	28	61	0	0	0	k__Viridiplantae;p__Chlorophyta;c__Trebouxiophyceae;o__Chlorellales;f__Koliellaceae;g__Pseudochlorella;s__Pseudochlorella_sp
35701c01a69b2653ab094efd6ed964b0	8	0	0	0	0	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Phaeosphaeriaceae;g__Paraphoma
338ad71b1212f20b516a87350652b0e1	0	0	0	0	37	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Sordariaceae
afe87a67aea9816946f065be5c283edc	0	5	125	0	0	k__Viridiplantae;p__Chlorophyta;c__Chlorophyceae;o__Sphaeropleales;f__Bracteacoccaceae;g__Bracteacoccus;s__Bracteacoccus_minor
e5a83c8706405941b85d10a9019f8ad0	0	0	0	0	70	k__Metazoa;p__Nematoda;c__Chromadorea;o__Rhabditida;f__Aphelenchoididae;g__Aphelenchoides;s__Aphelenchoides_bicaudatus
ca30cd03282b5d5016ea17c9d6d61b2d	0	75	0	0	0	k__Eukaryota_kgd_Incertae_sedis
26fa7c04bb01f836975d931155d17b83	0	0	26	0	0	k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Metschnikowiaceae;g__Kodamaea;s__Kodamaea_ohmeri
d10b3cbd7f856af7abf9e6e09865bd16	0	68	0	0	0	k__Viridiplantae
306fc28daae20ea144e67afeb53bfc47	0	0	0	86	0	k__Eukaryota_kgd_Incertae_sedis
b639de41f289acd56603c90d288973d9	0	20	0	64	0	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Hypocreales_fam_Incertae_sedis;g__Emericellopsis
9aebde33d04e2bd5d969a185a9a789a4	12	38	0	11	0	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Phaeosphaeriaceae;g__Leptospora
e53d106cf0ec25eae3db2fbda6a3eb14	0	0	0	96	0	k__Alveolata;p__Ciliophora
2f49610f9b40af4a510bd644f3efad4b	0	12	0	0	19	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Fusarium
62eec3244c4ef1ace2772f2809f91698	0	0	0	0	33	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Glomerellales;f__Plectosphaerellaceae;g__Verticillium;s__Verticillium_biguttatum
608cf4df088bdf423d4fef032bb5f367	0	0	124	0	0	k__Viridiplantae
d0ca871935a4b26df13dc09d6370762a	0	0	0	0	57	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales
d7c6bfd2ed49cedc87464e2a5b589cd8	0	0	0	0	57	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales
204a732c2cc997e743edcd3cff594a0e	0	0	0	0	2	k__Viridiplantae;p__Anthophyta;c__Eudicotyledonae;o__Asterales;f__Asteraceae;g__Taraxacum;s__Taraxacum_koksaghyz
efeb3c4a9ac3dea85f8b70afed8f9f81	0	0	0	1	0	k__Viridiplantae;p__Chlorophyta
f6cb781d27a12685dc66449f4f1fa643	0	49	0	0	13	k__Eukaryota_kgd_Incertae_sedis
e0a66ff20ee55fb4ebe0d2cd1e2d7e40	0	0	110	0	0	k__Viridiplantae;p__Chlorophyta;c__Ulvophyceae
dda1eb51e20241d6f423b1f7cef8a6e2	0	0	0	0	52	k__Alveolata;p__Ciliophora;c__Spirotrichea;o__Sporadotrichida
196b42ca91c4eb21ae4023cf5d071520	91	0	0	0	0	k__Rhizaria;p__Cercozoa
46a5d776bb6618a2008a582485a932f2	0	45	0	0	11	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Fusicolla;s__Fusicolla_merismoides
32cd61f0faac051ba98c4e7412201657	0	0	1	68	0	k__Eukaryota_kgd_Incertae_sedis
487c19cc08cf3cd591755e08f7a57f87	0	0	0	0	4	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae
8a488077aecca5fe885e14f47e96c633	0	0	0	71	0	k__Alveolata;p__Ciliophora
11da3d71cb2a5aaaad681d1d25166bf4	0	27	0	0	8	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Helotiaceae;g__Tetracladium;s__Tetracladium_sp
d51de02d219ccb5e7fe15784730ddf8b	0	29	0	0	6	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Glomerellales;f__Plectosphaerellaceae;g__Plectosphaerella;s__Plectosphaerella_cucumerina
aab4d3adc7d5cfef05d3fcfd6a8b73fc	0	0	0	0	53	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Sordariales_fam_Incertae_sedis;g__Ramophialophora;s__Ramophialophora_sp
fecfdc657c4f300818bd2ee31a81f2bc	0	7	0	0	0	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Polyporales;f__Irpicaceae;g__Irpex
2a48ddfb931a539e76c6c7687f429f9e	0	0	0	0	55	k__Viridiplantae;p__Anthophyta;c__Eudicotyledonae;o__Rosales;f__Rosaceae;g__Malus;s__Malus_domestica
4fcf16c28a41c4aa0a9f50fa4966f875	0	45	0	0	0	k__Alveolata;p__Ciliophora;c__Litostomatea;o__Haptorida;f__Acropisthiidae;g__Fuscheria;s__Fuscheria_sp
24a4df1c14606fd838f1bf4aceb6850e	0	0	0	0	24	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Phaeosphaeriaceae;g__Paraphoma;s__Paraphoma_radicina
eb229f393c90d75a2f8372bb3cbc855d	0	0	0	0	2	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Verrucariales
ce0752b74d8927da0c8a2d42093a313d	0	12	0	0	0	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Psathyrellaceae;g__Coprinellus;s__Coprinellus_radians
85c2d8e9860cd135edd98676a9867066	60	6	7	0	0	k__Viridiplantae;p__Chlorophyta;c__Trebouxiophyceae;o__Trebouxiophyceae_ord_Incertae_sedis;f__Trebouxiophyceae_fam_Incertae_sedis;g__Koliellopsis;s__Koliellopsis_inundata
cb0044f3562e83d78ef22f6b624c2698	3	17	55	0	0	k__Viridiplantae;p__Chlorophyta;c__Chlorophyceae;o__Sphaeropleales;f__Characiaceae;g__Fernandinella;s__Fernandinella_sp
400b9a2776b92978414b898682c89105	3	1	0	0	0	k__Fungi;p__Basidiomycota
629659c65e0d25b3f794aef7ca069f89	3	48	0	0	0	k__Viridiplantae;p__Chlorophyta
2af7894fdff8bb5edfb29851f94614c7	64	0	0	0	0	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Phaeosphaeriaceae;g__Phaeosphaeria
026e7fafc21121cf6770d90ed109373f	0	0	0	25	25	k__Metazoa;p__Nematoda;c__Chromadorea;o__Rhabditida;f__Cephalobidae;g__Acrobeloides;s__Acrobeloides_nanus
21e66820121af3a26c4a86aadac91355	17	0	0	0	14	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Phaeosphaeriaceae;g__Leptospora;s__Leptospora_rubella
e352252fbdfa5c89d357147164a04cf1	0	13	0	31	6	k__Fungi;p__Ascomycota;c__Pezizomycotina_cls_Incertae_sedis;o__Pezizomycotina_ord_Incertae_sedis;f__Pezizomycotina_fam_Incertae_sedis;g__Ciliophora;s__Ciliophora_sp
6c9408ba233e9044204845453a17cd6f	0	0	0	55	0	k__Alveolata;p__Ciliophora
9fab358d8cf81a4d28b90c8af2a91103	0	51	0	0	0	k__Fungi;p__Ascomycota;c__Pezizomycotina_cls_Incertae_sedis;o__Pezizomycotina_ord_Incertae_sedis;f__Pezizomycotina_fam_Incertae_sedis;g__Ciliophora;s__Ciliophora_sp
2af936e7c3039903529451178f455ce9	0	0	0	52	0	k__Alveolata;p__Ciliophora
7dcd211beddcdf31455d3741896a14aa	0	0	0	0	19	k__Fungi;p__Zoopagomycota;c__Zoopagomycetes;o__Zoopagales
6f89ba23f1b4159589193f1e6ed9b29c	0	45	0	0	0	k__Eukaryota_kgd_Incertae_sedis
7b381c5ab4fb254a8cab97e26972d512	0	46	0	0	0	k__Rhizaria;p__Cercozoa
b11ad409c6524ace67062a1303158b24	0	0	0	0	42	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Lasiosphaeriaceae;g__Schizothecium
16f5043a68abc055b081afee068a6d4f	0	17	0	5	6	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Glomerellales;f__Plectosphaerellaceae;g__Gibellulopsis
4e3b7722c820e6fcca74d922224dd157	0	0	10	0	0	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Aspergillus
cead537bde1e33a7efc5f694c46a01ea	0	32	0	0	0	k__Viridiplantae;p__Chlorophyta;c__Chlorophyceae;o__Sphaeropleales;f__Scenedesmaceae
c10573b8f390cbccf0b3dde2a2f43144	0	0	81	0	0	k__Fungi
3c13e64ca829ee42a4d3cf3604903fb2	0	0	0	0	9	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales
7734b4c047458ddfe560e0d86e8bc684	0	0	34	3	0	k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Metschnikowiaceae;g__Metschnikowia
ffc8712871de0989248e8e470239d9f5	0	1	0	0	0	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Hypocreales_fam_Incertae_sedis;g__Acremonium;s__Acremonium_persicinum
4098b08e200a82b4a7ec58ce67310969	0	0	0	0	34	k__Metazoa;p__Nematoda;c__Chromadorea;o__Rhabditida;f__Cephalobidae;g__Acrobeloides;s__Acrobeloides_nanus
9eb8abf144393d346b5031a8fe1ab565	61	0	0	0	0	k__Viridiplantae;p__Chlorophyta;c__Trebouxiophyceae;o__Trebouxiophyceae_ord_Incertae_sedis;f__Trebouxiophyceae_fam_Incertae_sedis;g__Koliellopsis;s__Koliellopsis_inundata
23dfc3dfd8855638c3118ab83c4d6264	0	0	0	0	46	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Sordariales_fam_Incertae_sedis;g__Ramophialophora;s__Ramophialophora_sp
1c887435ae47df6e15ca2325e33cc00c	0	0	0	0	43	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Lasiosphaeriaceae;g__Schizothecium
19150461e5ad3e7da3100c4c742adbc8	0	0	0	0	34	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Phaeosphaeriaceae;g__Phaeosphaeria;s__Phaeosphaeria_lunariae
02971e961a6db66b72852adf2ffb899e	0	0	0	0	37	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Hypocreales_fam_Incertae_sedis;g__Acremonium;s__Acremonium_sp
86fa5dfc032e000325866d8ebd26251f	4	0	12	0	2	k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Phaffomycetaceae;g__Wickerhamomyces;s__Wickerhamomyces_anomalus
f414f9f9a1b9e28fbfaca0a5c520d16d	0	41	0	0	0	k__Viridiplantae;p__Chlorophyta;c__Chlorophyceae;o__Chaetophorales;f__Helicodictyaceae
6fc07b07fffa2b1f9ba5f5e27a2ff933	0	31	0	0	0	k__Eukaryota_kgd_Incertae_sedis
8d9e319128b01d972f3cf29cf5d2b16a	0	0	52	0	0	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Sordariaceae
26eca5acef1d405a993e2c129031b79d	0	3	5	29	0	k__Viridiplantae;p__Chlorophyta
3dc5a63c3e18ba4cc29caf564d328b95	55	0	0	0	0	k__Viridiplantae;p__Chlorophyta;c__Ulvophyceae;o__Ulvophyceae_ord_Incertae_sedis;f__Ulvophyceae_fam_Incertae_sedis;g__Desmochloris;s__Desmochloris_sp
8688f4a707d46959e04aba1a21b1afe3	0	0	0	0	45	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Phaeosphaeriaceae
26d09b1f39c32e72bf7f4a929e082b1c	0	0	4	40	0	k__Fungi
57ca83a58170b0c1c9750e9645c10261	0	40	0	0	0	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales
2081b498d9664a61c3dbdf484d2c75d3	0	0	0	0	33	k__Viridiplantae
a5b4adab0a825d8c90c7edaa8f88f565	40	0	0	0	0	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymellaceae
06df0e2d3a7903535c2f557a7e0d25d7	0	9	0	16	4	k__Fungi;p__Ascomycota;c__Pezizomycotina_cls_Incertae_sedis;o__Pezizomycotina_ord_Incertae_sedis;f__Pezizomycotina_fam_Incertae_sedis;g__Ciliophora;s__Ciliophora_sp
ab507d1b2e7b8e9843c23b6e3158de85	0	2	0	0	0	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales
16507e25d999abc59217324eaa106635	0	0	0	0	5	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Fusarium
82f8d93879256f64fb6b8978f0d59f76	0	0	62	0	0	k__Fungi;p__Rozellomycota
f67e40928d6b127e7432c9dc5ebba268	25	0	0	0	0	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Phaeosphaeriaceae;g__Phaeosphaeria;s__Phaeosphaeria_microscopica
3aaa3e4cfadcd4ccb447cebe0732084c	25	13	0	0	0	k__Viridiplantae;p__Chlorophyta;c__Trebouxiophyceae;o__Prasiolales;f__Prasiolaceae;g__Diplosphaera;s__Diplosphaera_chodatii
6739ea223f08ab8876a0250c6b669f66	14	4	0	0	0	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Phaeosphaeriaceae
29de53c291611d0bba6b21dc851e732d	2	21	0	0	11	k__Viridiplantae;p__Chlorophyta;c__Chlorophyceae;o__Sphaeropleales;f__Scenedesmaceae;g__Tetradesmus;s__Tetradesmus_sp
0b9a8919f3ea38a924e712f0d27994b7	0	7	8	0	0	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Phaeosphaeriaceae
64124d612703d014f471b9806a64b80d	0	0	0	0	33	k__Fungi;p__Ascomycota;c__Pezizomycotina_cls_Incertae_sedis;o__Pezizomycotina_ord_Incertae_sedis;f__Pezizomycotina_fam_Incertae_sedis;g__Ciliophora;s__Ciliophora_sp
e37bd313f5514a0b5a9e228941194191	0	17	0	0	10	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Glomerellales;f__Plectosphaerellaceae;g__Gibellulopsis;s__Gibellulopsis_nigrescens
77f1474f6c9cc43f5997c96436eef34a	0	7	0	0	17	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Typhulaceae;g__Typhula;s__Typhula_micans
937bbf0765fc1d881f9d7b138735b8da	49	0	0	0	0	k__Viridiplantae;p__Chlorophyta;c__Ulvophyceae;o__Ulvophyceae_ord_Incertae_sedis;f__Ulvophyceae_fam_Incertae_sedis;g__Desmochloris;s__Desmochloris_sp
6cec8004a2ad593f16d75d05ed1c9052	0	25	0	0	0	k__Eukaryota_kgd_Incertae_sedis
d8f17c11ccd51d2b5d383f69c0f74b1f	0	33	0	0	0	k__Eukaryota_kgd_Incertae_sedis
cef988ec171de8ef162275a2207816e7	0	0	12	0	23	k__Viridiplantae;p__Anthophyta;c__Eudicotyledonae;o__Rosales;f__Rosaceae;g__Malus
7d5cdd561b6dc797255056a41ba28e28	0	0	0	0	27	k__Eukaryota_kgd_Incertae_sedis
a39e52b9f262993a4675eeaf2a4fd166	0	2	13	0	14	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Botryosphaeriales;f__Botryosphaeriaceae;g__Botryosphaeria
8ffbe5bb2f6da6b41002ef76a9ba7fee	0	0	0	21	0	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymosphaeriaceae;g__Pseudopithomyces
bf8eec415b80c79d1e885b7219123c14	0	27	0	0	0	k__Eukaryota_kgd_Incertae_sedis
db7584d0c5e07e438a388fb4138a99ce	0	0	0	0	27	k__Viridiplantae;p__Anthophyta;c__Monocotyledonae;o__Poales;f__Poaceae;g__Zea;s__Zea_mays
d2548d057dca7643f84a873dc6409c15	0	0	0	33	0	k__Alveolata;p__Ciliophora
2d068a4d0ef3af241ca40711972942d9	35	0	0	0	0	k__Eukaryota_kgd_Incertae_sedis
780750e7b05a57d5d8df707a17869526	41	0	0	0	0	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Phaeosphaeriaceae
95d26e03001842ef0b6f0d5d458a1299	0	23	0	0	0	k__Eukaryota_kgd_Incertae_sedis
95baaee129f7e0c3df1ac125d47f61da	0	24	0	0	0	k__Rhizaria;p__Cercozoa
9a3a6b25ecf56c49cbc1ac4106376394	0	27	0	0	3	k__Heterolobosa;p__Heterolobosa_phy_Incertae_sedis;c__Heterolobosea;o__Schizopyrenida;f__Vahlkampfiidae;g__Allovahlkampfia;s__Allovahlkampfia_sp
ba88d86f082996c41dd12d30ef401587	0	2	0	0	0	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Teichosporaceae
8e1f29ef784fc710bf81804405d98b3c	21	0	21	0	0	k__Viridiplantae;p__Chlorophyta;c__Trebouxiophyceae;o__Prasiolales;f__Prasiolaceae;g__Stichococcus;s__Stichococcus_mirabilis
63ed6c24733ee03d96b8911d2d5056a8	0	26	0	0	0	k__Viridiplantae;p__Chlorophyta;c__Chlorophyceae;o__Chlamydomonadales
1fc9f004513179d59241da6b8de137e2	0	0	48	0	0	k__Viridiplantae
c66d3717c8e0df71ff5c7190fcb1220e	0	0	0	33	0	k__Metazoa;p__Nematoda;c__Chromadorea;o__Rhabditida;f__Cephalobidae;g__Acrobeloides;s__Acrobeloides_nanus
7b181127b7331471221981f5252fc124	0	0	0	35	0	k__Viridiplantae
b79b25b9a74e11822f6acb57f3a763ac	0	0	0	0	8	k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Trimorphomycetaceae;g__Saitozyma;s__Saitozyma_sp
65261c57624d2c4c00b5e9ff727941ad	0	0	0	37	0	k__Fungi;p__Ascomycota;c__Pezizomycotina_cls_Incertae_sedis;o__Pezizomycotina_ord_Incertae_sedis;f__Pezizomycotina_fam_Incertae_sedis;g__Ciliophora;s__Ciliophora_sp
d66cc325962efacb4a2f8989a857f784	0	0	0	33	0	k__Eukaryota_kgd_Incertae_sedis
b1aad5a50f144f06b371e055983b7445	0	0	2	0	0	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Phaeosphaeriaceae;g__Phaeosphaeriopsis;s__Phaeosphaeriopsis_musae
1a18e44a45115b9c0ce9c7ced165e0a8	0	2	0	0	0	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Valsariales;f__Valsariaceae;g__Valsaria
63510609789fcde0e6728665d42061b7	31	0	0	0	0	k__Viridiplantae;p__Chlorophyta;c__Ulvophyceae;o__Ulvophyceae_ord_Incertae_sedis;f__Ulvophyceae_fam_Incertae_sedis;g__Desmochloris;s__Desmochloris_sp
3de177566fe3925be485b385f75b3c5e	0	26	0	0	0	k__Eukaryota_kgd_Incertae_sedis
b1581591b76e5cceda29f14c8bcfc8b6	0	18	0	0	5	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Helotiaceae;g__Tetracladium;s__Tetracladium_sp
e6d136c3b2a2b4fe57eb6514be7f325b	0	3	0	0	20	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales
f8d0a8462f41ad43ab550e147f96d0d0	0	11	11	0	5	k__Viridiplantae;p__Chlorophyta;c__Chlorophyceae;o__Sphaeropleales;f__Scenedesmaceae;g__Pectinodesmus;s__Pectinodesmus_pectinatus
d8b9044677e0a41eca853a67ea76720d	0	4	0	11	4	k__Fungi;p__Ascomycota;c__Pezizomycotina_cls_Incertae_sedis;o__Pezizomycotina_ord_Incertae_sedis;f__Pezizomycotina_fam_Incertae_sedis;g__Ciliophora;s__Ciliophora_sp
50dd74283910cdf38e047cc810ac6c9d	1	0	0	0	0	k__Fungi
4c90518bc016d0dffeb4a3859e3a90bb	0	16	0	0	4	k__Viridiplantae;p__Chlorophyta;c__Chlorophyceae;o__Chaetophorales;f__Helicodictyaceae
3e2d481f6736ebd9667c7ce6dcd1e5fc	0	0	0	33	0	k__Viridiplantae
50700f0af8a66da69e80b0b7d8ff1781	0	11	0	0	6	k__Viridiplantae;p__Chlorophyta;c__Trebouxiophyceae;o__Oocystales;f__Oocystaceae;g__Chloroidium;s__Chloroidium_saccharophilum
90a16151db640cd7ceebcdb8e55d19ba	0	0	0	26	0	k__Fungi;p__Ascomycota;c__Pezizomycotina_cls_Incertae_sedis;o__Pezizomycotina_ord_Incertae_sedis;f__Pezizomycotina_fam_Incertae_sedis;g__Ciliophora;s__Ciliophora_sp
d19102c846c0a5f1216730f916abed9a	0	0	38	0	0	k__Viridiplantae
494d62d63b496d8bc898b026a9f79170	0	11	0	0	5	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Dermateaceae;g__Trichosporiella;s__Trichosporiella_cerebriformis
bf94aca2b386b935c981192708def67d	0	0	40	0	0	k__Heterolobosa;p__Heterolobosa_phy_Incertae_sedis;c__Heterolobosea;o__Schizopyrenida;f__Vahlkampfiidae;g__Allovahlkampfia;s__Allovahlkampfia_sp
0795a04bff52c56a659b8d9023017235	0	0	0	24	0	k__Viridiplantae;p__Chlorophyta
0f127b3eb7c08c5259a8df80fffade30	0	22	0	0	0	k__Eukaryota_kgd_Incertae_sedis
d64a5849028c25886f71f90ca4070cad	0	20	0	0	0	k__Eukaryota_kgd_Incertae_sedis
aac6ca7e1544ee6f6efb1e8373d863ee	0	21	0	0	0	k__Alveolata;p__Ciliophora;c__Oligohymenophorea;o__Oligohymenophorea_ord_Incertae_sedis;f__Epistylidae;g__Epistylis;s__Epistylis_sp
7985ed311b47209247d591de0b93f9ba	0	0	0	28	0	k__Fungi;p__Rozellomycota
5f9701bc162923278481402ad1a1c291	0	0	0	0	23	k__Metazoa;p__Nematoda;c__Chromadorea;o__Rhabditida;f__Cephalobidae;g__Acrobeloides;s__Acrobeloides_nanus
8fefe7b3051dc6b5929c49e1e022824c	5	0	0	0	0	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymosphaeriaceae
a45647c02d506c33e9ed45a3527c400c	33	0	0	0	0	k__Eukaryota_kgd_Incertae_sedis
d234389ab5f27582351a36540591954a	0	0	0	24	0	k__Alveolata;p__Ciliophora;c__Phyllopharyngea;o__Cyrtophorida
f2048087f95f3648ca1ffcc2f325ab0e	4	17	0	0	0	k__Viridiplantae;p__Chlorophyta;c__Trebouxiophyceae;o__Trebouxiales;f__Trebouxiaceae;g__Myrmecia;s__Myrmecia_israeliensis
046310f98d10d98adbe1dbd8d3d2c94c	0	0	0	3	13	k__Fungi;p__Zoopagomycota
2567b4dff0da6c71c043f96c0a0f018d	2	0	20	0	0	k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Saccharomycodaceae;g__Hanseniaspora;s__Hanseniaspora_uvarum
483c7ccdcd92f200da594bf50a7ca938	0	19	0	0	0	k__Stramenopila
370309306719e11d4324c3da3d4c1e58	0	20	0	0	0	k__Viridiplantae
1482ecdc800dbcc24d0d0ae59133423b	0	4	0	6	8	k__Fungi;p__Chytridiomycota
e416baec276bb80fa88c18c9250d519d	0	0	0	29	0	k__Eukaryota_kgd_Incertae_sedis
ed98c547825ad9d0c88f6950383df68f	0	0	0	20	7	k__Metazoa;p__Nematoda;c__Chromadorea;o__Rhabditida;f__Cephalobidae;g__Acrobeloides;s__Acrobeloides_nanus
11ad9743ed46b243b51657ce1ce47ad2	0	0	0	0	15	k__Metazoa;p__Nematoda;c__Chromadorea;o__Rhabditida;f__Cephalobidae;g__Acrobeloides;s__Acrobeloides_nanus
acbd6c0d220f7b0aafdd42d4379c4bb1	14	0	0	0	0	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Glomerellales;f__Plectosphaerellaceae;g__Plectosphaerella;s__Plectosphaerella_cucumerina
293e6d2e0ffb20e8fb67376c03b0acba	0	0	2	0	0	k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Saccharomycetales_fam_Incertae_sedis;g__Starmerella;s__Starmerella_lactiscondensi
def139c987894567dae4e0f634d7a27f	0	0	0	17	0	k__Viridiplantae;p__Chlorophyta;c__Chlorophyceae;o__Volvocales;f__Chlamydomonadaceae;g__Chlamydomonas;s__Chlamydomonas_noctigama
73075ecd804e384e5e654a57b2574bd1	2	0	0	0	0	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Trichocomaceae;g__Thermomyces
2b0cd65a33f46b6b195352e2b8b4d855	0	0	0	0	10	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Microascales;f__Microascaceae
793b89684273d74432f01481511c065e	5	0	0	3	0	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Periconiaceae;g__Periconia
80de059a7720e7334932d2e5448d725f	0	24	0	0	0	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Cucurbitariaceae;g__Pyrenochaetopsis;s__Pyrenochaetopsis_decipiens
1b80f32661a4a97eba4eedc10223abff	0	4	0	7	5	k__Fungi;p__Ascomycota;c__Pezizomycotina_cls_Incertae_sedis;o__Pezizomycotina_ord_Incertae_sedis;f__Pezizomycotina_fam_Incertae_sedis;g__Ciliophora;s__Ciliophora_sp
7c5a2d1519f5376e1300e25853fcf58a	0	19	0	0	0	k__Viridiplantae;p__Chlorophyta;c__Trebouxiophyceae;o__Trebouxiales;f__Trebouxiaceae;g__Myrmecia;s__Myrmecia_israeliensis
f33681d58667486d5d19919d5b30015a	0	0	35	0	0	k__Viridiplantae
a22522f228ca1513a69fa9d5a6ee3543	0	0	0	0	18	k__Metazoa;p__Nematoda;c__Chromadorea;o__Rhabditida;f__Aphelenchoididae;g__Aphelenchoides;s__Aphelenchoides_bicaudatus
