Genus	Bla_1	Bla_2	Bla_3	Bla_4	Bla_5	Bla_6	CK_1	CK_2	CK_3	CK_4	CK_5	CK_6	Whi_4	Whi_5	Gre_7	Whi_6	Whi_7	Gre_8	Gre_1	Gre_2	Gre_3	Gre_4	Gre_5	Gre_6	Whi_1	Whi_2	Whi_3
Bacteria|Acidobacteriota|Blastocatellia|Pyrinomonadales|Pyrinomonadaceae|RB41	0.165313016603177	0.0503126572270538	0.143750449220154	0.0143750449220154	0	0	1.66031768849278	0.5606267519586	0.287500898440308	0.948752964853015	2.45094515920362	1.05656580176813	0.122187881837131	2.31438223244448	0.495939049809531	0.0431251347660461	0.122187881837131	0.6540645439517	0.100625314454108	0.107812836915115	0.201250628908215	5.76439301372817	2.30000718752246	2.22094444045138	0.0287500898440308	0.0359376123050385	0.100625314454108
Bacteria|Acidobacteriota|Blastocatellia|unknown|unknown|unknown	0	0	0	0	0	0	0	0.172500539064185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Acidobacteriota|Holophagae|Subgroup_7|Subgroup_7|Subgroup_7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0575001796880615	0.0503126572270538	0	0	0	0
Bacteria|Acidobacteriota|Thermoanaerobaculia|Thermoanaerobaculales|Thermoanaerobaculaceae|Subgroup_10	0.0143750449220154	0	0	0	0.00718752246100769	0	0	0	0	0	0	0	0.122187881837131	0	0	0	0.0431251347660461	0	0.316250988284338	0.0287500898440308	0.0143750449220154	0.0431251347660461	0	0	0	0	0
Bacteria|Acidobacteriota|Vicinamibacteria|Vicinamibacterales|uncultured|uncultured	0	0	0	0	0	0	0.107812836915115	0.0215625673830231	0.00718752246100769	0.0718752246100769	0.0862502695320923	0.0431251347660461	0	0.0215625673830231	0	0	0.0143750449220154	0.00718752246100769	0.0143750449220154	0.00718752246100769	0.0215625673830231	0.201250628908215	0.122187881837131	0.0790627470710846	0.00718752246100769	0	0
Bacteria|Acidobacteriota|Vicinamibacteria|Vicinamibacterales|Vicinamibacteraceae|Luteitalea	0	0	0	0	0	0	0	0	0	0	0	0.00718752246100769	0.0359376123050385	0	0.0143750449220154	0	0	0	0	0.0359376123050385	0	0.0575001796880615	0.136562926759146	0.0790627470710846	0.0215625673830231	0.0287500898440308	0.0503126572270538
Bacteria|Acidobacteriota|Vicinamibacteria|Vicinamibacterales|Vicinamibacteraceae|uncultured	0	0.00718752246100769	0	0	0	0	0.122187881837131	0.0646877021490692	0.0359376123050385	0.194063106447208	0.0646877021490692	0.122187881837131	0.0431251347660461	0.0215625673830231	0.00718752246100769	0	0.0359376123050385	0.0143750449220154	0.0215625673830231	0	0.0359376123050385	0.0934377919931	0.0862502695320923	0.0718752246100769	0	0	0
Bacteria|Acidobacteriota|Vicinamibacteria|Vicinamibacterales|Vicinamibacteraceae|Vicinamibacter	0	0	0	0	0	0	0.0287500898440308	0.0215625673830231	0.0143750449220154	0.0143750449220154	0.00718752246100769	0.0431251347660461	0	0	0	0	0.0359376123050385	0	0	0	0	0	0	0.00718752246100769	0	0	0
Bacteria|Acidobacteriota|Vicinamibacteria|Vicinamibacterales|Vicinamibacteraceae|Vicinamibacteraceae	0.0359376123050385	0.0287500898440308	0	0.00718752246100769	0	0	0.3737511679724	0.237188241213254	0.294688420901315	0.2803133759793	0.309063465823331	0.201250628908215	0.0646877021490692	0.0646877021490692	0.0862502695320923	0	0.0215625673830231	0.122187881837131	0.0575001796880615	0.0287500898440308	0.0718752246100769	0.409688780277438	0.359376123050385	0.395313735355423	0.0287500898440308	0.0287500898440308	0.0143750449220154
Bacteria|Actinobacteriota|Acidimicrobiia|IMCC26256|IMCC26256|IMCC26256	0	0.0790627470710846	0.0359376123050385	0	0	0.00718752246100769	0.0790627470710846	0.0287500898440308	0.0143750449220154	0.00718752246100769	0.0431251347660461	0.0287500898440308	0.0287500898440308	0.0215625673830231	0.00718752246100769	0	0	0.00718752246100769	0	0.00718752246100769	0.0215625673830231	0.158125494142169	0.100625314454108	0.0790627470710846	0.0287500898440308	0.0143750449220154	0
Bacteria|Actinobacteriota|Acidimicrobiia|Microtrichales|Iamiaceae|Iamia	0.107812836915115	0.0646877021490692	0.129375404298138	0.0215625673830231	0.244375763674261	0.0431251347660461	0.136562926759146	0.0862502695320923	0.0503126572270538	0.115000359376123	0.0718752246100769	0.0934377919931	0.115000359376123	0.158125494142169	0.0431251347660461	0	0.100625314454108	0.129375404298138	0.158125494142169	0.316250988284338	0.380938690433408	0.596564364263638	0.8409401279379	0.740314813483792	0.158125494142169	0.208438151369223	0.136562926759146
Bacteria|Actinobacteriota|Acidimicrobiia|Microtrichales|Ilumatobacteraceae|CL500-29_marine_group	0	0	0	0	0	0	0	0	0.0287500898440308	0	0	0	0	0.0143750449220154	0	0	0	0	0	0	0	0.00718752246100769	0.0143750449220154	0.0143750449220154	0	0	0
Bacteria|Actinobacteriota|Acidimicrobiia|Microtrichales|Ilumatobacteraceae|Ilumatobacter	0	0.00718752246100769	0.00718752246100769	0	0	0	0	0	0	0	0	0	0.0215625673830231	0.0359376123050385	0	0	0.00718752246100769	0.0215625673830231	0.00718752246100769	0.0143750449220154	0.0287500898440308	0.0287500898440308	0.0503126572270538	0.0143750449220154	0	0	0
Bacteria|Actinobacteriota|Acidimicrobiia|Microtrichales|Ilumatobacteraceae|uncultured	0.237188241213254	0.273125853518292	0.230000718752246	0.0646877021490692	0.395313735355423	0.0431251347660461	2.45813268166463	2.64500826565083	2.12750664845828	2.74563358010494	1.48781714942859	2.19938187306835	0.891252785164954	0.445626392582477	0.201250628908215	0.0790627470710846	0.531876662114569	0.345001078128369	0.301875943362323	0.301875943362323	0.287500898440308	1.19312872852728	0.783439948249838	0.6540645439517	0.158125494142169	0.115000359376123	0.107812836915115
Bacteria|Actinobacteriota|Acidimicrobiia|Microtrichales|Microtrichaceae|Sva0996_marine_group	0	0	0	0	0	0	0	0	0	0	0.00718752246100769	0	0	0	0	0	0	0	0	0	0	0	0.0359376123050385	0	0	0	0
Bacteria|Actinobacteriota|Acidimicrobiia|Microtrichales|Microtrichaceae|uncultured	0	0	0	0	0.0287500898440308	0.0287500898440308	0.00718752246100769	0	0	0	0	0	0.0143750449220154	0	0.00718752246100769	0	0.0287500898440308	0	0	0	0	0.0503126572270538	0.0215625673830231	0.0287500898440308	0.00718752246100769	0	0.0143750449220154
Bacteria|Actinobacteriota|Acidimicrobiia|Microtrichales|Microtrichales|Microtrichales	0	0	0	0	0	0	0.0575001796880615	0.0143750449220154	0	0.0215625673830231	0	0.0359376123050385	0	0.00718752246100769	0	0	0	0	0	0	0	0.0790627470710846	0.122187881837131	0.0575001796880615	0	0	0
Bacteria|Actinobacteriota|Acidimicrobiia|Microtrichales|uncultured|uncultured	0.115000359376123	0.0503126572270538	0.0934377919931	0.00718752246100769	0.0359376123050385	0.0359376123050385	0.258750808596277	0.150937971681161	0.0862502695320923	0.115000359376123	0.122187881837131	0.222813196291238	0.172500539064185	0.0934377919931	0.0143750449220154	0	0.00718752246100769	0.129375404298138	0.230000718752246	0.0431251347660461	0.0575001796880615	0.438438870121469	0.718752246100769	0.575001796880615	0.0575001796880615	0.100625314454108	0.00718752246100769
Bacteria|Actinobacteriota|Acidimicrobiia|Microtrichales|unknown|unknown	0	0	0	0	0	0	0.0143750449220154	0.0215625673830231	0.0143750449220154	0	0.00718752246100769	0.0143750449220154	0.0503126572270538	0.0215625673830231	0.00718752246100769	0	0	0	0.0143750449220154	0.00718752246100769	0	0.00718752246100769	0.0215625673830231	0.0215625673830231	0	0	0.00718752246100769
Bacteria|Actinobacteriota|Acidimicrobiia|uncultured|uncultured|uncultured	0.0215625673830231	0.0359376123050385	0.0575001796880615	0.0215625673830231	0.122187881837131	0.201250628908215	0.00718752246100769	0.0143750449220154	0.0287500898440308	0.0143750449220154	0.0718752246100769	0.0143750449220154	0.00718752246100769	0.0431251347660461	0	0	0	0.00718752246100769	0.0143750449220154	0.0359376123050385	0.0287500898440308	0.316250988284338	0.316250988284338	0.352188600589377	0.0359376123050385	0.00718752246100769	0.0503126572270538
Bacteria|Actinobacteriota|Actinobacteria|0319-7L14|0319-7L14|0319-7L14	0	0	0	0	0	0	0.0718752246100769	0.0287500898440308	0	0.0718752246100769	0.0503126572270538	0.0575001796880615	0	0	0	0	0	0.00718752246100769	0	0	0	0	0	0	0	0	0
Bacteria|Actinobacteriota|Actinobacteria|Actinomycetales|Actinomycetaceae|Actinomyces	0	0	0	0.122187881837131	0.165313016603177	0.115000359376123	0	0	0	0	0	0	0	0	0	0	0	0	0.172500539064185	0.0790627470710846	0	0.179688061525192	0.172500539064185	0.287500898440308	0	0	0
Bacteria|Actinobacteriota|Actinobacteria|Corynebacteriales|Mycobacteriaceae|Mycobacterium	0.107812836915115	0.150937971681161	0.143750449220154	0.0287500898440308	0.00718752246100769	0.0287500898440308	0.0359376123050385	0.0215625673830231	0.323438510745346	0.0431251347660461	0.0862502695320923	0.0862502695320923	0.330626033206354	1.00625314454108	0.891252785164954	2.34313232228851	0.790627470710846	1.57406741896068	1.29375404298138	1.35125422266945	0.963128009775031	0.416876302738446	0.309063465823331	0.244375763674261	1.22187881837131	0.531876662114569	0.330626033206354
Bacteria|Actinobacteriota|Actinobacteria|Corynebacteriales|Nocardiaceae|Nocardia	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00718752246100769	0	0	0	0	0	0	0.0431251347660461	0	0	0	0	0	0
Bacteria|Actinobacteriota|Actinobacteria|Corynebacteriales|Nocardiaceae|Rhodococcus	0.0143750449220154	0.0143750449220154	0.00718752246100769	0.00718752246100769	0.0143750449220154	0.00718752246100769	0	0	0.0215625673830231	0.00718752246100769	0	0.00718752246100769	0	0	0	0	0	0	0.0503126572270538	0.0431251347660461	0.0503126572270538	0.0143750449220154	0.0359376123050385	0.0215625673830231	0	0.00718752246100769	0.0287500898440308
Bacteria|Actinobacteriota|Actinobacteria|Corynebacteriales|Nocardiaceae|Williamsia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0215625673830231	0	0	0	0	0	0	0
Bacteria|Actinobacteriota|Actinobacteria|Euzebyales|Euzebyaceae|Euzebya	0.0143750449220154	0	0.0143750449220154	0.0143750449220154	0.172500539064185	0.100625314454108	0.00718752246100769	0.00718752246100769	0.0143750449220154	0	0	0.00718752246100769	0	0	0	0	0	0	0	0.0143750449220154	0	0	0	0	0.00718752246100769	0	0
Bacteria|Actinobacteriota|Actinobacteria|Euzebyales|Euzebyaceae|uncultured	3.52907352835478	0.790627470710846	2.16344426076332	0.0215625673830231	0.323438510745346	0.1868755839862	1.25781643067635	0.337813555667361	0.230000718752246	0.230000718752246	0.158125494142169	0.122187881837131	0	0.00718752246100769	0.00718752246100769	0	0	0.00718752246100769	0.0287500898440308	0.143750449220154	0.115000359376123	0.0215625673830231	0.165313016603177	0.0646877021490692	0.179688061525192	0.0359376123050385	0.0431251347660461
Bacteria|Actinobacteriota|Actinobacteria|Euzebyales|Euzebyaceae|unknown	0	0	0	0	0	0	0.790627470710846	0.309063465823331	0.0143750449220154	0.194063106447208	0.222813196291238	0.222813196291238	0	0	0	0	0	0	0	0	0	0	0.00718752246100769	0	0	0	0
Bacteria|Actinobacteriota|Actinobacteria|Frankiales|Acidothermaceae|Acidothermus	0.0431251347660461	0.0359376123050385	0	0.00718752246100769	0.00718752246100769	0	0.0215625673830231	0.00718752246100769	0	0.00718752246100769	0.0431251347660461	0.00718752246100769	0.0359376123050385	0.00718752246100769	0.00718752246100769	0	0.00718752246100769	0.0215625673830231	0.0359376123050385	0.00718752246100769	0.0646877021490692	0.0287500898440308	0.0862502695320923	0.115000359376123	0.0215625673830231	0.0287500898440308	0.00718752246100769
Bacteria|Actinobacteriota|Actinobacteria|Frankiales|Cryptosporangiaceae|Cryptosporangium	0.00718752246100769	0.00718752246100769	0	0.00718752246100769	0	0	0	0	0	0	0	0	0	0.00718752246100769	0	0	0.00718752246100769	0.0143750449220154	0.00718752246100769	0	0.00718752246100769	0.00718752246100769	0	0	0.00718752246100769	0	0.00718752246100769
Bacteria|Actinobacteriota|Actinobacteria|Frankiales|Frankiaceae|Jatrophihabitans	0.258750808596277	0.575001796880615	0.122187881837131	0	0	0	0.258750808596277	0.316250988284338	0.230000718752246	0.165313016603177	0.287500898440308	0.115000359376123	0.244375763674261	0.352188600589377	1.01344066700208	0.790627470710846	0.0790627470710846	0.402501257816431	0.380938690433408	0.215625673830231	0.337813555667361	0.503126572270538	0.416876302738446	0.783439948249838	0.172500539064185	0.0575001796880615	0.438438870121469
Bacteria|Actinobacteriota|Actinobacteria|Frankiales|Frankiales|Frankiales	0	0.00718752246100769	0	0	0	0	0	0	0	0	0	0	0.0143750449220154	0	0	0	0.00718752246100769	0	0	0	0	0.0143750449220154	0.0287500898440308	0.0718752246100769	0	0	0
Bacteria|Actinobacteriota|Actinobacteria|Frankiales|Geodermatophilaceae|Blastococcus	0.244375763674261	0.424063825199454	0.402501257816431	0.0862502695320923	0.7475023359448	0.510314094731546	0.143750449220154	0.0575001796880615	0.100625314454108	0.0431251347660461	0.194063106447208	0.265938331057285	0.0646877021490692	0.107812836915115	0.0718752246100769	0.0287500898440308	0.0287500898440308	0.4671889599655	0.790627470710846	1.61719255372673	0.632501976568677	0.409688780277438	0.697189678717746	0.524689139653561	0.991878099619061	1.55250485157766	1.78969309279091
Bacteria|Actinobacteriota|Actinobacteria|Frankiales|Geodermatophilaceae|Geodermatophilaceae	0	0	0	0.00718752246100769	0.0215625673830231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
