Phylum	Bla_1	Bla_2	Bla_3	Bla_4	Bla_5	Bla_6	CK_1	CK_2	CK_3	CK_4	CK_5	CK_6	Whi_4	Whi_5	Gre_7	Whi_6	Whi_7	Gre_8	Gre_1	Gre_2	Gre_3	Gre_4	Gre_5	Gre_6	Whi_1	Whi_2	Whi_3
Bacteria|Abditibacteriota	0.455146087211863	0.198208779914844	0.403758625752459	0.00734106592277199	0.0513874614594039	0	0.0293642636910879	0.0293642636910879	0	0.0513874614594039	0.14682131845544	0.0807517251504919	0.00734106592277199	0.00734106592277199	0.014682131845544	0	0.00734106592277199	0.022023197768316	0.286301570988107	0.323006900601967	0.249596241374248	0.0660695933049479	0.117457054764352	0.389076493906915	0.190867713992072	0.0660695933049479	0.271619439142563
Bacteria|Acidobacteriota	2.90706210541771	2.89972103949493	2.89972103949493	0.499192482748495	0.11011598884158	0.726765526354427	4.71296432241961	1.99676993099398	1.1525473498752	2.59139627073851	4.98458376156218	2.76758185288504	5.85082954044927	11.3859932462194	8.98546468947291	22.1406548230803	4.89649097048892	6.68771105564528	3.16399941271473	1.81324328292468	4.54411980619586	12.5311995301718	9.2497430626927	12.0540302451916	1.84260754661577	0.844222581118778	1.10850095433857
Bacteria|Actinobacteriota	19.864924387021	17.9856115107914	19.1968873880487	10.270151225958	25.9947144325356	21.2964322419615	41.3962707385112	32.4254881808839	25.4367934224049	32.6971076200264	35.0682719130818	33.7321979151373	37.2999559536045	19.3730729701953	16.708266040229	5.76273674937601	16.8844516223756	23.6529144031713	30.7737483482602	29.9588900308325	24.5632065775951	46.9534576420496	42.1964469240934	38.3644105124064	29.3055351637058	43.8408456907943	39.0471296432242
Bacteria|Armatimonadota	0.014682131845544	0.0513874614594039	0.0293642636910879	0.00734106592277199	0	0	0.0293642636910879	0.0807517251504919	0	0.271619439142563	0.0660695933049479	0.425781823520775	0.00734106592277199	0.014682131845544	0.0660695933049479	0	0.022023197768316	0.0293642636910879	0.0293642636910879	0.0954338569960358	0.0587285273821759	0	0.022023197768316	0.00734106592277199	0.117457054764352	0.00734106592277199	0.205549845837616
Bacteria|Bacteroidota	1.74717368961973	2.49596241374248	2.09954485391279	1.49757744824549	1.95272353545735	1.57832917339598	1.43884892086331	2.0701805902217	0.381735427984143	2.26104830421377	1.61503450300984	3.25943326971076	3.86874174130084	8.34679195419175	4.57348406988695	3.51637057700778	5.92424019967699	5.10204081632653	1.8866539421524	1.98208779914844	2.45925708412862	1.63705770077815	2.52532667743356	3.02451916018206	2.46659815005139	2.253707238291	2.68683012773455
Bacteria|Bdellovibrionota	0.499192482748495	0.227573043605932	0.293642636910879	0.0440463955366319	0.0513874614594039	0.154162384378212	0.022023197768316	0.0367053296138599	0	0.0367053296138599	0.0440463955366319	0.0513874614594039	0.0513874614594039	0.469828219057407	0.337689032447511	0	0.139480252532668	0.0587285273821759	0.337689032447511	0.1835266480693	0.293642636910879	0.234914109528704	0.433122889443547	0.308324768756423	0.242255175451476	0.0513874614594039	0.25693730729702
Bacteria|Campilobacterota	0.00734106592277199	0.00734106592277199	0.014682131845544	0.00734106592277199	0.022023197768316	0	0.014682131845544	0	0.014682131845544	0.00734106592277199	0	0.00734106592277199	0	0	0	0	0	0	0.00734106592277199	0.00734106592277199	0.022023197768316	0.00734106592277199	0.00734106592277199	0	0.00734106592277199	0	0.022023197768316
Bacteria|Chloroflexi	14.2857142857143	11.1657612685362	12.1935104977243	11.1951255322273	15.262076053443	16.2604610189399	6.95933049478784	6.45279694611658	5.41036558508295	5.93892233152254	6.36470415504331	5.85817060637205	2.37850535897812	2.20966084275437	2.18029657906328	0.638672735281163	1.04977242695639	3.84671854353252	6.24724710027896	7.39979445015416	4.34591102628102	4.36059315812656	6.10042578182352	6.19585963881956	7.26765526354427	3.80267214799589	4.69828219057407
Bacteria|Cyanobacteria	17.7286742034943	22.2581118778447	21.6781676699457	42.9966231096755	23.953898106005	25.6056379386287	7.87696373513434	11.2538540596095	3.5383937747761	11.9806195859639	14.8142710321539	7.87696373513434	0.403758625752459	0.506533548671267	0.85156364704155	0.0513874614594039	0.102774922918808	0.352371164293055	0.646013801203935	2.23902510644546	2.09220378799002	1.08647775657025	2.98047276464543	2.54734987520188	7.42181764792248	1.76919688738805	3.20804580825136
Bacteria|Deinococcota	0.814858317427691	0.484510350902951	1.13786521802966	0.0954338569960358	1.98942886507121	0.249596241374248	1.68844516223756	3.53105270885333	4.63221259726912	1.87931287622963	1.59301130524152	1.77653795331082	0.0293642636910879	0.0587285273821759	0.242255175451476	0	0.0293642636910879	0.0293642636910879	0.227573043605932	0.22023197768316	0.205549845837616	0.0293642636910879	0.0367053296138599	0.022023197768316	0.587285273821759	0.969020701805902	0.396417559829687
Bacteria|Dependentiae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0367053296138599	0	0	0	0	0
Bacteria|Desulfobacterota	0.00734106592277199	0.0440463955366319	0.014682131845544	0.00734106592277199	0.0293642636910879	0.0367053296138599	0.0513874614594039	0.00734106592277199	0.014682131845544	0.014682131845544	0.022023197768316	0.0293642636910879	0.00734106592277199	0.0440463955366319	0.022023197768316	0	0	0	0.022023197768316	0.00734106592277199	0.014682131845544	0.124798120687124	0.124798120687124	0.212890911760388	0.0293642636910879	0.0440463955366319	0.00734106592277199
Bacteria|Elusimicrobiota	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0587285273821759	0.0367053296138599	0	0	0	0
Bacteria|Entotheonellaeota	0	0	0	0	0	0	0.264278373219792	0.0880927910732638	0	0.0954338569960358	0.00734106592277199	0.139480252532668	0	0	0	0	0	0	0	0	0	0	0.00734106592277199	0	0	0	0
Bacteria|Firmicutes	0.425781823520775	0.660695933049479	0.506533548671267	1.02040816326531	0.866245778887094	1.07179562472471	0.477169284980179	0.411099691675231	0.352371164293055	0.880927910732638	0.352371164293055	0.462487153134635	0.785494053736603	0.0367053296138599	0.0807517251504919	0.022023197768316	0.00734106592277199	0.0367053296138599	1.03509029511085	0.572603141976215	0.440463955366319	0.954338569960358	0.902951108500954	1.06445455880194	0.484510350902951	0.425781823520775	0.359712230215827
Bacteria|Gemmatimonadota	1.24064014094847	1.27734547056233	1.51225958009103	1.69578622816033	2.5693730729702	3.13463514902364	2.52532667743356	2.07752165614447	1.26266333871678	1.51225958009103	2.12890911760388	1.24064014094847	0.389076493906915	0.249596241374248	0.212890911760388	0.014682131845544	0.11011598884158	0.609308471590075	1.36543826163559	1.51225958009103	1.1011598884158	3.73660255469094	3.53105270885333	3.3548671267068	1.07913669064748	1.10850095433857	1.08647775657025
Bacteria|Myxococcota	1.7031272940831	1.20393481133461	1.32873293202173	1.71780942592864	0.176185582146528	1.44618998678608	0.836881515196007	0.866245778887094	0.227573043605932	0.675378064895023	0.330347966524739	0.726765526354427	0.741447658199971	4.1403611804434	1.71780942592864	0.022023197768316	0.513874614594039	0.565262076053443	1.60769343708707	1.26266333871678	2.10688591983556	3.34018499486125	3.25943326971076	3.21538687417413	1.69578622816033	0.653354867126707	0.425781823520775
Bacteria|Nitrospirota	0	0	0	0.00734106592277199	0	0	0.022023197768316	0	0	0.00734106592277199	0	0.022023197768316	0.014682131845544	0.0440463955366319	0.00734106592277199	0	0.00734106592277199	0	0.00734106592277199	0.00734106592277199	0.00734106592277199	0.198208779914844	0.190867713992072	0.11011598884158	0	0	0
Bacteria|Patescibacteria	0.014682131845544	0.0513874614594039	0.323006900601967	0.176185582146528	0.286301570988107	0.176185582146528	0.1835266480693	0.0293642636910879	0	0.198208779914844	0.102774922918808	0.0513874614594039	2.14359124944942	0.425781823520775	0.168844516223756	0.0807517251504919	1.95272353545735	0.646013801203935	0.0880927910732638	0.697401262663339	0.242255175451476	0.807517251504918	0.579944207898987	0.425781823520775	0.168844516223756	0.117457054764352	0.521215680516811
Bacteria|Planctomycetota	5.05065335486713	2.6207605344296	3.28879753340185	4.76435178387902	1.7545147555425	5.27822639847306	1.77653795331082	1.31405080017619	0.932315372192042	1.31405080017619	2.42255175451476	1.29936866833064	0.022023197768316	0.0880927910732638	0.014682131845544	0	0.0293642636910879	0.0513874614594039	2.73821758919395	2.02613419468507	2.15093231537219	2.09954485391279	1.82058434884745	2.17295551314051	2.19497871090882	0.983702833651446	1.73249155777419
Bacteria|Proteobacteria	32.4401703127294	35.6482161209808	32.6016737630304	23.9245338423139	24.7393921597416	22.860079283512	29.5404492732345	37.2412274262223	56.6436646601086	37.5348700631332	29.1293495815592	40.1189252679489	45.9697548083982	51.9747467332257	63.6910879459698	67.7506974012627	68.2939362795478	58.1485831742769	49.0089561004258	49.3099398032594	54.0742915871385	19.1968873880487	20.7898986932903	21.3698429011893	44.6043165467626	42.8498017912201	43.8481867567171
Bacteria|SAR324_clade(Marine_group_B)	0.014682131845544	0.0293642636910879	0.0587285273821759	0	0.14682131845544	0.0293642636910879	0	0	0	0	0	0	0	0.00734106592277199	0	0	0	0	0	0	0	0	0.00734106592277199	0.0293642636910879	0.00734106592277199	0	0
Bacteria|Spirochaetota	0	0	0	0.014682131845544	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00734106592277199	0	0	0	0
Bacteria|Sumerlaeota	0	0	0	0	0.014682131845544	0.0367053296138599	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Verrucomicrobiota	0.778152987813831	0.690060196740567	0.403758625752459	0.0513874614594039	0.022023197768316	0.0367053296138599	0.154162384378212	0.0880927910732638	0	0.0513874614594039	0.800176185582147	0.0734106592277199	0.0293642636910879	0.601967405667303	0.117457054764352	0	0.0293642636910879	0.161503450300984	0.513874614594039	0.330347966524739	1.02774922918808	2.54000880927911	5.07267655263544	5.13140508001762	0.271619439142563	0.212890911760388	0.117457054764352
Bacteria|WPS-2	0	0	0	0	0	0	0	0	0	0	0.00734106592277199	0	0	0.00734106592277199	0	0	0	0	0	0.00734106592277199	0	0	0	0	0.00734106592277199	0	0
Bacteria|unknown	0	0	0.014682131845544	0	0.00734106592277199	0.022023197768316	0	0	0	0	0	0	0	0.00734106592277199	0.00734106592277199	0	0	0	0.00734106592277199	0.0440463955366319	0	0	0	0	0.00734106592277199	0	0
