Genus	Bla_1	Bla_2	Bla_3	Bla_4	Bla_5	Bla_6	CK_1	CK_2	CK_3	CK_4	CK_5	CK_6	Whi_4	Whi_5	Gre_7	Whi_6	Whi_7	Gre_8	Gre_1	Gre_2	Gre_3	Gre_4	Gre_5	Gre_6	Whi_1	Whi_2	Whi_3
Bacteria|Proteobacteria|Alphaproteobacteria|Acetobacterales|Acetobacteraceae|Craurococcus-Caldovatus	1.58567023931875	1.37277932755836	1.07913669064748	0.139480252532668	0.0513874614594039	0.418440757598003	1.36543826163559	2.06283952429893	4.2725003670533	1.4682131845544	1.82058434884745	1.02774922918808	0	0.0440463955366319	0.00734106592277199	0	0	0	0.521215680516811	0.932315372192042	0.506533548671267	0.616649537512847	0.932315372192042	0.873586844809866	0.557921010130671	0.308324768756423	0.300983702833651
Bacteria|Proteobacteria|Alphaproteobacteria|Acetobacterales|Acetobacteraceae|Rhodovarius	0.0734106592277199	0.168844516223756	0.0513874614594039	0	0.00734106592277199	0.014682131845544	0.0440463955366319	0.0367053296138599	0	0	0.0587285273821759	0.0587285273821759	0.014682131845544	0.0293642636910879	0	0	0	0.014682131845544	0.014682131845544	0.102774922918808	0.0880927910732638	0.0880927910732638	0.124798120687124	0.154162384378212	0.0587285273821759	0.0367053296138599	0.014682131845544
Bacteria|Proteobacteria|Alphaproteobacteria|Acetobacterales|Acetobacteraceae|Roseomonas	0.675378064895023	0.565262076053443	0.601967405667303	1.07913669064748	0.161503450300984	1.11584202026134	0.0734106592277199	0.227573043605932	0.014682131845544	0.249596241374248	0.132139186609896	0.293642636910879	0.0513874614594039	0.139480252532668	0.132139186609896	0	0.557921010130671	0.741447658199971	0.25693730729702	0.176185582146528	0.22023197768316	0.176185582146528	0.168844516223756	0.0734106592277199	0.550579944207899	0.418440757598003	0.0734106592277199
Bacteria|Proteobacteria|Alphaproteobacteria|Acetobacterales|Acetobacteraceae|Rubritepida	0	0	0	0	0	0	0	0	0	0	0	0	0.00734106592277199	0.00734106592277199	0	0	0	0	0.00734106592277199	0	0	0	0	0	0.014682131845544	0	0.014682131845544
Bacteria|Proteobacteria|Alphaproteobacteria|Acetobacterales|Acetobacteraceae|uncultured	0	0.0293642636910879	0.0734106592277199	0.0513874614594039	0.014682131845544	0.014682131845544	0.00734106592277199	0	0	0	0.0440463955366319	0	0.814858317427691	0.734106592277199	5.14608721186316	1.96006460138012	1.27000440463955	1.60769343708707	6.06372045220966	2.9878138305682	3.45764204962561	0.161503450300984	0.0734106592277199	0.161503450300984	0.352371164293055	0.682719130817795	0.646013801203935
Bacteria|Proteobacteria|Alphaproteobacteria|Acetobacterales|Acetobacteraceae|unknown	0.022023197768316	0.014682131845544	0.0293642636910879	0.014682131845544	0	0	0.022023197768316	0.0440463955366319	0.102774922918808	0.0440463955366319	0	0.0367053296138599	0	0.022023197768316	0.0293642636910879	13.7204522096608	0.0660695933049479	0.176185582146528	0.168844516223756	0.139480252532668	0.102774922918808	0.11011598884158	0.102774922918808	0.0954338569960358	0.0880927910732638	0.367053296138599	0.411099691675231
Bacteria|Proteobacteria|Alphaproteobacteria|Alphaproteobacteria_Incertae_Sedis|Unknown_Family|Acuticoccus	0.132139186609896	0.374394362061371	0.293642636910879	0.330347966524739	0.124798120687124	0.22023197768316	0.0513874614594039	0.0367053296138599	0.00734106592277199	0.0367053296138599	0.0660695933049479	0.0367053296138599	0.0660695933049479	0.0513874614594039	0.0587285273821759	0	0.0513874614594039	0.00734106592277199	0.022023197768316	0.0660695933049479	0.0660695933049479	0	0.014682131845544	0.00734106592277199	0.14682131845544	0.0513874614594039	0.0367053296138599
Bacteria|Proteobacteria|Alphaproteobacteria|Alphaproteobacteria_Incertae_Sedis|Unknown_Family|uncultured	0.124798120687124	0.205549845837616	0.352371164293055	0.939656438114814	0.352371164293055	0.844222581118778	0.0367053296138599	0.0734106592277199	0	0.0660695933049479	0.0660695933049479	0.0293642636910879	0.264278373219792	0.022023197768316	0.0880927910732638	0	0.014682131845544	0.0513874614594039	0.0513874614594039	0.0660695933049479	0.00734106592277199	0	0.0367053296138599	0.00734106592277199	0.11011598884158	0.0293642636910879	0.0440463955366319
Bacteria|Proteobacteria|Alphaproteobacteria|Azospirillales|Azospirillaceae|Azospirillum	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00734106592277199	0	0	0	0.00734106592277199	0.00734106592277199	0	0	0	0	0.014682131845544	0	0	0
Bacteria|Proteobacteria|Alphaproteobacteria|Azospirillales|Azospirillaceae|Desertibacter	0	0	0	0.0954338569960358	0.00734106592277199	0.0880927910732638	0.022023197768316	0	0	0.00734106592277199	0	0.0440463955366319	0	0	0	0	0	0	0.014682131845544	0	0.00734106592277199	0	0	0	0.00734106592277199	0	0.00734106592277199
Bacteria|Proteobacteria|Alphaproteobacteria|Azospirillales|Azospirillaceae|Skermanella	0.00734106592277199	0	0.00734106592277199	0	0.014682131845544	0.00734106592277199	0.0513874614594039	0.102774922918808	0.014682131845544	0.124798120687124	0.014682131845544	0.205549845837616	0	0.00734106592277199	0.014682131845544	0	0.00734106592277199	0	0.0734106592277199	0.014682131845544	0.00734106592277199	0.022023197768316	0.0293642636910879	0.022023197768316	0.022023197768316	0.0734106592277199	0.0440463955366319
Bacteria|Proteobacteria|Alphaproteobacteria|Azospirillales|Azospirillaceae|uncultured	0.00734106592277199	0.00734106592277199	0	0	0.00734106592277199	0	0.022023197768316	0.014682131845544	0.014682131845544	0.014682131845544	0.176185582146528	0.0367053296138599	0.00734106592277199	0.14682131845544	0.0293642636910879	0	0.0293642636910879	0.124798120687124	0.0440463955366319	0.0367053296138599	0.0367053296138599	0.161503450300984	0.0734106592277199	0.102774922918808	0.0367053296138599	0.0440463955366319	0.227573043605932
Bacteria|Proteobacteria|Alphaproteobacteria|Azospirillales|Azospirillaceae|unknown	0.00734106592277199	0	0	0.102774922918808	0	0.0367053296138599	0.014682131845544	0	0	0	0	0	0	0	0.00734106592277199	0	0	0	0	0	0	0	0	0.014682131845544	0	0.00734106592277199	0
