Phylum	Bla_1	Bla_2	Bla_3	Bla_4	Bla_5	Bla_6	CK_1	CK_2	CK_3	CK_4	CK_5	CK_6	Whi_4	Whi_5	Gre_7	Whi_6	Whi_7	Gre_8	Gre_1	Gre_2	Gre_3	Gre_4	Gre_5	Gre_6	Whi_1	Whi_2	Whi_3
Bacteria|Entotheonellaeota	0	0	0	0	0	0	0.222813196291238	0.0575001796880615	0	0.0934377919931	0	0.107812836915115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Firmicutes	0.416876302738446	0.697189678717746	0.445626392582477	0.891252785164954	0.991878099619061	1.09969093653418	0.582189319341623	0.316250988284338	0.208438151369223	0.675627111334723	0.273125853518292	0.366563645511392	0.740314813483792	0.0143750449220154	0.122187881837131	0.0215625673830231	0.00718752246100769	0.0215625673830231	0.984690577158054	0.596564364263638	0.395313735355423	0.927190397469992	0.826565083015884	0.984690577158054	0.309063465823331	0.546251707036584	0.4671889599655
Bacteria|Gemmatimonadota	1.17156616114425	1.43031696974053	1.55969237403867	1.52375476173363	2.51563286135269	3.26313519729749	2.40782002443758	1.84000575001797	1.07094084669015	1.17875368360526	2.04844390138719	1.06375332422914	0.380938690433408	0.251563286135269	0.136562926759146	0.0143750449220154	0.107812836915115	0.661252066412708	1.2146912959103	1.59562998634371	1.08531589161216	3.65126141019191	3.47157334866671	3.1768849277654	0.991878099619061	1.06375332422914	0.999065622080069
Bacteria|Myxococcota	1.66031768849278	1.32969165528642	1.22906634083232	1.71781786818084	0.273125853518292	1.56687989649968	0.661252066412708	0.7475023359448	0.179688061525192	0.474376482426508	0.222813196291238	0.5606267519586	0.675627111334723	4.13282541507942	1.62438007618774	0.0215625673830231	0.503126572270538	0.610939409185654	1.54531732911665	1.14281607130022	2.29281966506145	3.23438510745346	3.5506360957378	3.53626105081578	1.64594264357076	0.646877021490692	0.431251347660461
Bacteria|Nitrospirota	0	0	0	0.00718752246100769	0.00718752246100769	0.00718752246100769	0.0143750449220154	0	0	0.00718752246100769	0	0	0.00718752246100769	0.0431251347660461	0.00718752246100769	0	0.00718752246100769	0	0	0	0	0.172500539064185	0.136562926759146	0.0790627470710846	0	0	0
Bacteria|Patescibacteria	0.107812836915115	0.0503126572270538	0.366563645511392	0.115000359376123	0.424063825199454	0.244375763674262	0.215625673830231	0.0143750449220154	0	0.1868755839862	0.0718752246100769	0.0575001796880615	2.04844390138719	0.488751527348523	0.179688061525192	0.100625314454108	1.91188097462805	0.675627111334723	0.136562926759146	0.639689499029684	0.258750808596277	0.869690217781931	0.589376841802631	0.452813915043485	0.115000359376123	0.143750449220154	0.388126212894415
Bacteria|Planctomycetota	4.62876446488895	2.65219578811184	3.02594695608424	4.60001437504492	1.96938115431611	5.36189175591174	1.53094228419464	1.10687845899518	0.790627470710846	1.04937827930712	2.41500754689858	0.999065622080069	0.0215625673830231	0.0790627470710846	0.0143750449220154	0	0.0287500898440308	0.0790627470710846	2.51563286135269	2.20656939552936	2.20656939552936	2.15625673830231	1.63156759864875	2.63063322072881	2.18500682814634	0.941565442392007	2.01250628908215
Bacteria|Proteobacteria	31.8335369798031	34.557607992525	33.0482282757134	24.2507007834399	24.9766405520017	22.9713217853806	27.3125853518292	32.3582261194566	50.8445338891684	34.5144828577589	26.9963343635449	34.7229210091282	45.4682670883346	51.2829727592899	61.4030043843887	66.6427082584633	67.6273988356214	57.960181125566	47.5526486020269	47.1357722992884	53.2020412563789	19.0038093869043	20.8869402716883	21.0738158556745	43.1035721986631	41.0479407748149	43.1754474232732
Bacteria|RCP2-54	0	0	0	0	0	0	0.0431251347660461	0	0	0.0287500898440308	0	0.0143750449220154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria|SAR324_clade(Marine_group_B)	0	0.0503126572270538	0.0503126572270538	0	0.165313016603177	0.0287500898440308	0	0	0	0	0.0143750449220154	0	0	0	0	0	0	0	0	0.00718752246100769	0	0	0.0143750449220154	0.0359376123050385	0.00718752246100769	0	0
Bacteria|Spirochaetota	0	0	0	0.00718752246100769	0	0	0	0	0.00718752246100769	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00718752246100769	0	0	0	0.00718752246100769
Bacteria|Sumerlaeota	0	0	0	0	0	0.0143750449220154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria|unknown	0	0.00718752246100769	0.00718752246100769	0	0	0	0	0	0	0	0	0	0	0	0.00718752246100769	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Verrucomicrobiota	0.862502695320923	0.704377201178754	0.4671889599655	0.0503126572270538	0.0143750449220154	0.0287500898440308	0.122187881837131	0.0862502695320923	0.00718752246100769	0.0143750449220154	0.898440307625961	0.0575001796880615	0.0215625673830231	0.524689139653561	0.150937971681161	0	0.0287500898440308	0.122187881837131	0.6540645439517	0.409688780277438	0.999065622080069	2.68813340041688	4.65751455473298	5.16782864946453	0.416876302738446	0.201250628908215	0.122187881837131
Bacteria|WPS-2	0	0	0	0	0	0	0	0	0	0	0.0143750449220154	0	0	0.00718752246100769	0	0	0	0	0	0	0	0	0	0	0	0	0.00718752246100769
unknown|unknown	0.00718752246100769	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0143750449220154	0	0	0	0	0.00718752246100769	0
