Bla_1	Bla_2	Bla_3	Bla_4	Bla_5	Bla_6	CK_1	CK_2	CK_3	CK_4	CK_5	CK_6	Whi_4	Whi_5	Gre_7	Whi_6	Whi_7	Gre_8	Gre_1	Gre_2	Gre_3	Gre_4	Gre_5	Gre_6	Whi_1	Whi_2	Whi_3	Domain	Phylum	Class	Order	Family	Genus	Species
ASV_2202	0	0	0	0	0	0	0	0	0	0	0	0	0	35	1	0	0	7	5	0	3	0	0	0	8	3	1	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Spirosomaceae	uncultured	uncultured_bacterium
ASV_2203	1	1	0	0	0	0	0	0	0	0	3	1	4	11	2	0	3	0	0	1	3	3	2	4	3	0	4	Bacteria	Bdellovibrionota	Oligoflexia	Oligoflexales	uncultured	uncultured	uncultured_bacterium
ASV_2204	0	0	0	0	0	0	0	0	0	0	0	0	1	17	1	0	0	0	1	0	0	16	3	1	0	0	0	Bacteria	Myxococcota	Polyangia	Polyangiales	BIrii41	BIrii41	uncultured_bacterium
ASV_2205	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	1	3	6	8	0	0	0	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Roseisolibacter	Roseisolibacter_agri
ASV_2206	0	0	1	0	0	0	0	3	1	2	0	2	0	17	1	0	26	0	1	0	0	0	0	0	9	0	0	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylopilaceae	uncultured	uncultured_bacterium
ASV_2207	1	0	0	0	0	0	0	1	5	4	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Acidobacteriota	Blastocatellia	Pyrinomonadales	Pyrinomonadaceae	RB41	uncultured_Acidobacteria
ASV_2208	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3	7	0	0	1	0	0	0	0	8	0	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	Massilia_sp.
ASV_2209	0	1	0	0	0	0	3	0	0	1	0	1	0	0	0	0	0	2	0	8	0	0	0	0	12	3	1	Bacteria	Actinobacteriota	Actinobacteria	Micromonosporales	Micromonosporaceae	Actinoplanes	uncultured_bacterium
ASV_221	90	52	53	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	13	0	2	Bacteria	Chloroflexi	Chloroflexia	Thermomicrobiales	JG30-KF-CM45	JG30-KF-CM45	uncultured_bacterium
ASV_2210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	10	5	0	0	0	Bacteria	Actinobacteriota	Actinobacteria	Micromonosporales	Micromonosporaceae	Asanoa	Asanoa_siamensis
ASV_2211	0	0	0	0	0	0	0	0	0	0	0	0	0	5	7	0	0	2	10	4	3	2	0	0	0	0	7	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium	uncultured_bacterium
ASV_2212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	15	0	0	0	0	0	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	Chthoniobacter	uncultured_bacterium
ASV_2213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	10	0	0	0	Bacteria	Patescibacteria	Parcubacteria	Candidatus_Kaiserbacteria	Candidatus_Kaiserbacteria	Candidatus_Kaiserbacteria	uncultured_bacterium
ASV_2214	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	16	0	2	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	uncultured_soil
ASV_2215	2	4	2	0	0	0	2	0	0	0	10	3	0	0	0	0	0	0	1	0	1	0	0	0	0	1	1	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Coleofasciculaceae	uncultured	uncultured_bacterium
ASV_2216	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	1	9	0	Bacteria	Chloroflexi	Chloroflexia	Thermomicrobiales	JG30-KF-CM45	JG30-KF-CM45	uncultured_bacterium
ASV_2217	10	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	1	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Chroococcidiopsaceae	unknown	unknown
ASV_2218	8	2	5	0	0	0	0	0	0	2	4	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	1	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	uncultured	uncultured	uncultured_bacterium
ASV_2219	0	0	0	0	2	0	3	4	0	1	7	0	0	1	0	0	0	0	0	0	0	4	3	0	0	0	0	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	uncultured	uncultured	uncultured_bacterium
ASV_222	0	1	0	100	1	57	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	21	0	8	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	D05-2	D05-2	uncultured_bacterium
ASV_2220	4	4	8	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	4	1	0	0	0	0	6	1	0	Bacteria	Actinobacteriota	Rubrobacteria	Rubrobacterales	Rubrobacteriaceae	Rubrobacter	uncultured_bacterium
ASV_2221	9	3	11	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	uncultured_bacterium
ASV_2222	1	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Cyanobacteria	Cyanobacteriia	Oxyphotobacteria_Incertae_Sedis	Unknown_Family	CENA359	uncultured_bacterium
ASV_2223	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	2	5	11	0	0	3	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	uncultured	uncultured_bacterium
ASV_2224	0	2	0	1	0	0	1	0	0	1	0	2	1	0	0	0	0	0	0	0	0	3	6	5	0	0	0	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Solirubrobacter	uncultured_bacterium
ASV_2225	0	0	1	0	6	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Devosiaceae	Devosia	uncultured_Alphaproteobacteria
ASV_2226	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	13	3	0	0	0	0	0	0	0	Bacteria	Actinobacteriota	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Pseudonocardia	uncultured_bacterium
ASV_2227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	4	12	0	0	0	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Solirubrobacter	uncultured_bacterium
ASV_2228	0	0	0	0	0	0	23	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	uncultured	unknown
ASV_2229	0	0	0	0	0	0	19	7	0	3	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	uncultured	uncultured_bacterium
ASV_223	3	8	5	0	0	0	20	27	1	14	38	35	4	17	6	17	0	6	0	1	3	17	15	12	2	0	4	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Psychroglaciecola	uncultured_bacterium
ASV_2230	0	0	0	0	0	0	1	5	0	4	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Chloroflexi	Chloroflexia	Thermomicrobiales	AKYG1722	AKYG1722	uncultured_Chloroflexi
ASV_2232	0	0	0	0	0	0	0	0	14	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Chloroflexi	Chloroflexia	Thermomicrobiales	JG30-KF-CM45	JG30-KF-CM45	uncultured_bacterium
ASV_2234	1	1	2	0	0	0	1	3	0	5	0	4	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	Bacteria	Cyanobacteria	Cyanobacteriia	Oxyphotobacteria_Incertae_Sedis	Unknown_Family	Leptolyngbya_ANT.L52.2	uncultured_bacterium
ASV_2235	0	0	0	0	0	0	2	2	0	0	3	2	11	1	0	0	0	1	2	0	1	4	2	0	0	0	0	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Solirubrobacter	uncultured_bacterium
ASV_2236	4	1	1	1	1	0	0	0	0	0	0	1	5	0	1	0	0	5	2	8	2	1	3	2	4	3	1	Bacteria	Chloroflexi	Chloroflexia	Thermomicrobiales	AKYG1722	AKYG1722	uncultured_Sphaerobacteraceae
ASV_2237	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	4	10	6	0	0	0	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	Candidatus_Udaeobacter	uncultured_bacterium
ASV_2238	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	2	0	6	13	0	0	0	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Edaphobaculum	metagenome
ASV_2239	0	0	0	0	0	1	0	0	0	0	0	0	0	4	5	0	8	7	0	6	5	0	0	0	4	0	3	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Taibaiella	uncultured_bacterium
ASV_224	0	1	3	47	66	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	unknown
ASV_2240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	5	0	0	1	7	8	6	0	1	4	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Sphingomonas_jaspsi
ASV_2241	2	1	1	0	0	0	0	3	0	0	0	0	0	0	10	0	0	3	1	6	10	0	0	0	0	1	4	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	uncultured_bacterium
ASV_2242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	20	7	0	0	0	Bacteria	Actinobacteriota	Actinobacteria	Micromonosporales	Micromonosporaceae	uncultured	uncultured_bacterium
ASV_2243	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	15	1	2	0	0	0	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	uncultured	uncultured_bacterium
ASV_2244	3	4	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	6	0	0	Bacteria	Actinobacteriota	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Pseudonocardia	Pseudonocardia_profundimaris
ASV_2245	12	7	3	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	5	0	0	Bacteria	Myxococcota	Polyangia	Haliangiales	Haliangiaceae	Haliangium	uncultured_bacterium
ASV_2246	1	12	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	Bacteria	Planctomycetota	Planctomycetes	Isosphaerales	Isosphaeraceae	uncultured	uncultured_Planctomycetales
ASV_2247	3	0	0	0	0	1	0	0	0	0	3	0	0	3	0	0	0	0	0	0	0	0	0	1	3	0	0	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	PMMR1	uncultured_bacterium
ASV_2248	0	1	3	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	Bacteria	Chloroflexi	Chloroflexia	Thermomicrobiales	JG30-KF-CM45	JG30-KF-CM45	uncultured_bacterium
ASV_2249	14	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	Bacteria	Myxococcota	Myxococcia	Myxococcales	Myxococcaceae	Cystobacter	unknown
ASV_225	3	8	4	0	0	0	15	27	2	9	9	12	0	0	1	0	0	0	3	3	14	42	26	29	4	2	3	Bacteria	Actinobacteriota	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Pseudonocardia	unknown
ASV_2250	2	5	3	0	0	0	0	0	0	0	0	0	1	2	3	0	0	1	2	0	1	0	0	0	5	1	0	Bacteria	Actinobacteriota	Actinobacteria	Micromonosporales	Micromonosporaceae	Dactylosporangium	uncultured_bacterium
ASV_2251	9	2	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Actinobacteriota	Actinobacteria	Euzebyales	Euzebyaceae	uncultured	uncultured_bacterium
ASV_2252	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	3	2	1	6	15	2	0	0	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Microvirga	uncultured_bacterium
ASV_2253	1	5	1	0	0	0	0	0	0	0	0	0	0	1	2	0	0	1	5	5	3	0	0	0	2	2	0	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	uncultured_bacterium
ASV_2254	2	0	0	0	8	0	0	1	0	3	0	0	0	0	0	0	0	0	0	3	0	1	0	1	0	0	0	Bacteria	Actinobacteriota	Rubrobacteria	Rubrobacterales	Rubrobacteriaceae	Rubrobacter	uncultured_actinobacterium
ASV_2255	2	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	2	6	0	1	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	unknown	unknown
ASV_2256	2	1	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	5	0	0	0	10	1	0	Bacteria	Proteobacteria	Alphaproteobacteria	Thalassobaculales	uncultured	uncultured	uncultured_bacterium
ASV_2257	0	1	1	0	0	0	1	1	0	0	0	10	1	0	0	0	0	0	0	2	1	0	0	0	0	2	0	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	uncultured_bacterium
ASV_2258	1	1	0	0	0	0	4	4	0	13	0	3	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	uncultured	uncultured	uncultured_bacterium
ASV_2259	0	2	0	0	0	0	3	2	0	0	0	1	0	1	1	2	2	5	0	0	0	0	0	0	3	0	11	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Sphingomonas_sp.
ASV_226	0	0	0	104	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Phenylobacterium	uncultured_bacterium
ASV_2260	0	1	0	0	0	0	3	1	0	4	0	1	2	0	0	0	0	0	0	0	0	4	2	4	0	0	0	Bacteria	Acidobacteriota	Blastocatellia	Blastocatellales	Blastocatellaceae	Blastocatella	uncultured_Acidobacteria
ASV_2261	0	2	0	0	0	0	1	0	0	10	0	2	0	0	0	0	0	0	0	0	0	4	8	2	0	0	0	Bacteria	Chloroflexi	Chloroflexia	Kallotenuales	AKIW781	AKIW781	uncultured_Chloroflexi
ASV_2262	0	7	9	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	3	2	1	0	0	0	0	0	0	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Coleofasciculaceae	uncultured	uncultured_bacterium
ASV_2263	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Nostocaceae	Scytonema_VB-61278	unknown
ASV_2264	0	0	0	0	4	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Chloroflexi	Chloroflexia	Thermomicrobiales	JG30-KF-CM45	JG30-KF-CM45	uncultured_bacterium
ASV_2265	0	0	0	0	9	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Actinobacteriota	Acidimicrobiia	uncultured	uncultured	uncultured	uncultured_bacterium
ASV_2266	0	0	0	1	0	0	10	4	1	7	0	3	6	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Bacteria	Actinobacteriota	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Pseudonocardia	uncultured_bacterium
ASV_2267	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	Bacteria	Chloroflexi	Chloroflexia	Thermomicrobiales	JG30-KF-CM45	JG30-KF-CM45	uncultured_Thermomicrobia
ASV_2268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	Bacteria	Myxococcota	Myxococcia	Myxococcales	Myxococcaceae	uncultured	uncultured_bacterium
ASV_2269	0	0	0	0	0	0	0	2	0	9	0	9	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	unknown
ASV_227	1	2	1	0	1	0	33	25	0	49	29	25	16	2	0	0	0	0	5	1	3	7	13	6	0	0	0	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	67-14	67-14	uncultured_soil
ASV_2270	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	Bacteria	Proteobacteria	Alphaproteobacteria	uncultured	uncultured	uncultured	uncultured_Alphaproteobacteria
ASV_2271	0	0	0	0	0	0	0	0	1	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Solirubrobacter	uncultured_bacterium
ASV_2272	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	7	7	5	0	0	0	Bacteria	Desulfobacterota	Desulfuromonadia	PB19	PB19	PB19	uncultured_bacterium
ASV_2273	0	1	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	7	5	Bacteria	Chloroflexi	Chloroflexia	Thermomicrobiales	JG30-KF-CM45	JG30-KF-CM45	uncultured_bacterium
ASV_2274	0	0	0	0	0	0	7	3	0	6	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides	uncultured_bacterium
ASV_2275	5	16	6	0	0	0	0	0	0	0	0	0	4	0	0	0	1	0	1	0	0	0	0	0	1	0	0	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Sutterellaceae	uncultured	uncultured_bacterium
ASV_2276	0	0	0	0	0	0	8	2	0	5	0	5	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides	metagenome
ASV_2277	2	0	0	0	0	0	0	0	1	1	0	3	3	1	0	1	0	0	0	0	4	0	0	1	1	1	3	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Mesorhizobium	metagenome
ASV_2278	0	0	0	0	0	0	0	0	0	0	0	0	213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Saccharimonadales	Saccharimonadales	uncultured_bacterium
ASV_2279	1	0	0	0	0	0	0	0	0	0	2	1	4	15	9	91	9	14	4	0	1	5	0	0	0	1	0	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	uncultured_bacterium
ASV_2280	0	0	0	0	0	0	10	2	0	4	0	5	2	7	0	0	7	1	1	1	2	1	0	0	2	1	3	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylopilaceae	Methylopila	uncultured_bacterium
ASV_2281	1	3	3	0	0	0	1	1	0	1	0	1	0	1	0	0	0	0	0	1	0	0	0	0	1	1	1	Bacteria	Deinococcota	Deinococci	Deinococcales	Trueperaceae	Truepera	uncultured_bacterium
ASV_2282	0	0	0	0	0	0	1	0	0	0	1	1	15	9	1	0	1	0	2	0	3	1	0	2	0	0	6	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Methylocella	Beijerinckia_sp.
ASV_2283	0	0	0	4	1	0	0	1	0	0	0	7	0	13	0	0	0	0	0	0	0	0	1	0	0	0	5	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	uncultured	uncultured_bacterium
ASV_2284	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	6	3	4	0	1	0	Bacteria	Acidobacteriota	Acidobacteriae	Bryobacterales	Bryobacteraceae	Bryobacter	uncultured_Acidobacteria
ASV_2285	0	0	0	0	0	0	1	0	0	1	0	1	4	0	2	0	0	0	3	0	0	7	10	1	0	0	0	Bacteria	Acidobacteriota	Acidobacteriae	Bryobacterales	Bryobacteraceae	Bryobacter	uncultured_Acidobacteria
ASV_2286	0	0	0	0	0	0	3	0	0	1	0	1	1	1	1	0	0	1	0	0	0	9	15	6	2	0	0	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	uncultured	uncultured	unknown
ASV_2287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	2	0	0	1	3	0	9	0	0	Bacteria	Actinobacteriota	Actinobacteria	Micromonosporales	Micromonosporaceae	Actinoplanes	uncultured_bacterium
ASV_2288	0	0	0	1	0	1	0	0	0	3	1	1	0	0	1	0	6	1	7	0	2	0	1	3	0	0	0	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	uncultured	uncultured_bacterium
ASV_2289	0	0	0	0	0	0	0	3	0	4	1	8	1	0	3	0	1	1	0	0	0	0	0	0	0	0	0	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Mesorhizobium	metagenome
ASV_229	13	7	19	0	0	0	0	0	1	0	13	0	0	30	33	0	6	28	43	47	17	3	0	1	65	17	36	Bacteria	Actinobacteriota	Actinobacteria	Micromonosporales	Micromonosporaceae	Actinoplanes	unknown
ASV_2290	0	1	0	0	0	0	2	5	0	3	0	0	1	2	0	0	0	3	3	0	4	2	1	4	0	0	1	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	uncultured	uncultured	uncultured_bacterium
ASV_2291	0	2	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	8	0	0	1	4	3	5	0	0	3	Bacteria	Actinobacteriota	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces_flavovirens
ASV_2292	0	0	0	0	0	0	0	0	0	0	0	2	1	1	0	0	1	2	0	2	5	2	5	6	0	0	0	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rubellimicrobium	uncultured_bacterium
ASV_2293	0	1	0	9	4	0	2	1	0	0	0	0	0	0	0	0	1	11	0	0	0	0	1	0	0	2	0	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	uncultured_bacterium
ASV_2294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	6	6	0	0	0	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	uncultured	uncultured	uncultured_bacterium
ASV_2295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	5	9	0	0	0	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	67-14	67-14	uncultured_bacterium
ASV_2296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	13	5	0	0	0	Bacteria	Cyanobacteria	Cyanobacteriia	Oxyphotobacteria_Incertae_Sedis	Unknown_Family	CENA384	uncultured_bacterium
ASV_2297	9	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	4	Bacteria	Deinococcota	Deinococci	Deinococcales	Trueperaceae	Truepera	uncultured_bacterium
ASV_2298	0	0	0	0	0	0	1	3	0	7	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	uncultured	uncultured_bacterium
ASV_2299	15	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhodomicrobiaceae	Rhodomicrobium	uncultured_Hyphomicrobiaceae
ASV_23	35	26	13	1	0	2	33	102	386	103	122	33	0	0	0	0	0	0	23	45	15	7	14	5	21	16	5	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Craurococcus-Caldovatus	uncultured_bacterium
ASV_230	0	0	0	102	0	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Chloroflexi	Anaerolineae	SBR1031	A4b	A4b	uncultured_Chloroflexi
ASV_2300	1	0	0	1	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	Bacteria	Myxococcota	Polyangia	Polyangiales	Polyangiaceae	Pajaroellobacter	uncultured_bacterium
ASV_2301	7	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	3	0	0	0	1	0	0	Bacteria	Myxococcota	Polyangia	Polyangiales	Polyangiaceae	Pajaroellobacter	uncultured_bacterium
ASV_2302	3	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	2	4	2	0	0	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Mesorhizobium	uncultured_bacterium
ASV_2303	1	1	1	0	1	8	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	0	0	0	0	0	0	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rubellimicrobium	unknown
ASV_2304	0	0	0	0	0	0	1	4	0	0	0	7	0	0	0	0	0	1	0	0	1	0	0	0	0	4	1	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	uncultured	uncultured_bacterium
ASV_2305	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	Bacteria	Chloroflexi	Chloroflexia	Kallotenuales	AKIW781	AKIW781	uncultured_bacterium
ASV_2306	5	9	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	5	0	0	0	1	0	0	Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Roseiflexaceae	uncultured	uncultured_bacterium
ASV_2307	2	1	0	0	0	0	0	0	0	0	0	0	0	1	4	0	0	1	0	0	5	0	0	0	1	0	6	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Spirosomaceae	Spirosoma	uncultured_bacterium
