Bla_1	Bla_2	Bla_3	Bla_4	Bla_5	Bla_6	CK_1	CK_2	CK_3	CK_4	CK_5	CK_6	Whi_4	Whi_5	Gre_7	Whi_6	Whi_7	Gre_8	Gre_1	Gre_2	Gre_3	Gre_4	Gre_5	Gre_6	Whi_1	Whi_2	Whi_3	Taxonomy
ASV_2073	2	1	0	0	0	0	1	0	1	1	10	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	d:Bacteria,p:Planctomycetota,c:Planctomycetes,o:Gemmatales,f:Gemmataceae,g:Gemmata,s:uncultured_bacterium
ASV_2074	2	2	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	2	0	0	0	1	3	6	d:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Sphingomonadales,f:Sphingomonadaceae,g:MN_122.2a,s:uncultured_bacterium
ASV_2075	3	7	10	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	2	6	0	0	0	0	1	1	d:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Sphingomonadales,f:Sphingomonadaceae,g:Sphingomonas,s:uncultured_bacterium
ASV_2076	0	3	0	9	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Sphingomonadales,f:Sphingomonadaceae,g:Sphingoaurantiacus,s:uncultured_bacterium
ASV_2077	0	0	0	17	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d:Bacteria,p:Cyanobacteria,c:Cyanobacteriia,o:Cyanobacteriales,f:Nostocaceae,g:Iphinoe_LOS-B1,s:Symphyonemopsis_sp.
ASV_2078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	1	0	1	d:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Sphingomonadales,f:Sphingomonadaceae,g:Ellin6055,s:uncultured_bacterium
ASV_2079	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	4	2	9	0	0	0	d:Bacteria,p:Acidobacteriota,c:Vicinamibacteria,o:Vicinamibacterales,f:Vicinamibacteraceae,g:Vicinamibacteraceae,s:uncultured_Acidobacteria
ASV_208	7	3	4	1	0	0	28	40	0	16	2	3	41	27	7	0	14	7	6	19	6	28	12	22	19	20	11	d:Bacteria,p:Actinobacteriota,c:Actinobacteria,o:Micromonosporales,f:Micromonosporaceae,g:Actinoplanes,s:uncultured_bacterium
ASV_2080	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	11	5	0	0	0	d:Bacteria,p:Cyanobacteria,c:Cyanobacteriia,o:Oxyphotobacteria_Incertae_Sedis,f:Unknown_Family,g:Leptolyngbya_ANT.L52.2,s:Leptolyngbya_sp.
ASV_2081	0	0	0	0	0	0	0	2	1	1	0	0	1	1	0	0	0	2	18	8	1	1	0	0	0	4	0	d:Bacteria,p:Actinobacteriota,c:Actinobacteria,o:Pseudonocardiales,f:Pseudonocardiaceae,g:Actinomycetospora
ASV_2082	0	0	0	0	0	0	5	8	0	3	1	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d:Bacteria,p:Actinobacteriota,c:Actinobacteria,o:Propionibacteriales,f:Nocardioidaceae,g:Nocardioides,s:Nocardioides_sp.
ASV_2083	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	d:Bacteria,p:Actinobacteriota,c:Actinobacteria,o:Kineosporiales,f:Kineosporiaceae,g:Quadrisphaera,s:uncultured_bacterium
ASV_2084	0	0	0	0	0	0	0	2	2	0	2	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d:Bacteria,p:Actinobacteriota,c:Thermoleophilia,o:Solirubrobacterales,f:Solirubrobacteraceae,g:Solirubrobacter,s:uncultured_bacterium
ASV_2085	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d:Bacteria,p:Cyanobacteria,c:Cyanobacteriia,o:Leptolyngbyales,f:Leptolyngbyaceae,g:YB-42,s:uncultured_bacterium
ASV_2086	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	4	12	0	0	0	d:Bacteria,p:Gemmatimonadota,c:Gemmatimonadetes,o:Gemmatimonadales,f:Gemmatimonadaceae,g:Gemmatimonas,s:uncultured_bacterium
ASV_2087	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	6	4	14	4	0	0	d:Bacteria,p:Chloroflexi,c:Chloroflexia,o:Thermomicrobiales,f:JG30-KF-CM45,g:JG30-KF-CM45,s:uncultured_bacterium
ASV_2088	1	2	0	8	0	0	0	0	0	0	0	0	2	3	4	0	0	0	2	0	2	0	0	0	2	0	0	d:Bacteria,p:Bacteroidota,c:Bacteroidia,o:SM1A07,f:SM1A07,g:SM1A07,s:uncultured_Bacteroidetes
ASV_2089	0	0	0	0	0	0	0	0	0	0	0	0	131	72	70	8	74	27	0	0	0	0	0	0	0	0	0	d:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Rickettsiales,f:Mitochondria,g:Mitochondria,s:Lepraria_oxybapha
ASV_209	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	56	88	67	0	0	0	d:Bacteria,p:Acidobacteriota,c:Blastocatellia,o:Pyrinomonadales,f:Pyrinomonadaceae,g:RB41,s:uncultured_Acidobacteria
ASV_2090	0	0	0	0	0	0	0	0	0	0	1	0	0	4	1	0	1	1	0	0	0	4	7	5	0	0	1	d:Bacteria,p:Acidobacteriota,c:Blastocatellia,o:Blastocatellales,f:Blastocatellaceae,g:Blastocatella,s:uncultured_bacterium
ASV_2091	0	1	0	0	0	0	1	0	0	0	0	0	0	33	0	0	0	0	0	1	0	1	5	8	0	0	0	d:Bacteria,p:Acidobacteriota,c:Blastocatellia,o:11-24,f:11-24,g:11-24,s:uncultured_Acidobacteriales
ASV_2092	0	0	0	0	0	0	0	0	0	0	0	0	0	15	9	7	0	2	6	2	12	1	1	1	0	0	0	d:Bacteria,p:Actinobacteriota,c:Thermoleophilia,o:Solirubrobacterales,f:67-14,g:67-14
ASV_2093	0	0	0	0	0	0	1	1	0	0	0	0	4	1	0	0	5	1	2	0	2	10	6	5	0	0	0	d:Bacteria,p:Acidobacteriota,c:Vicinamibacteria,o:Vicinamibacterales,f:Vicinamibacteraceae,g:uncultured,s:uncultured_bacterium
ASV_2094	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82	0	0	0	0	0	1	4	0	0	0	0	0	d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Xanthomonadales,f:Rhodanobacteraceae,g:Luteibacter,s:Luteibacter_sp.
ASV_2095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	11	3	2	4	0	0	0	13	2	1	d:Bacteria,p:Bacteroidota,c:Bacteroidia,o:Cytophagales,f:Cytophagaceae,g:Rhodocytophaga,s:uncultured_bacterium
ASV_2096	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	8	7	12	0	0	0	d:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Acetobacterales,f:Acetobacteraceae,g:Craurococcus-Caldovatus,s:uncultured_Craurococcus
ASV_2097	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	2	6	0	0	0	d:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Acetobacterales,f:Acetobacteraceae,g:Craurococcus-Caldovatus,s:uncultured_bacterium
ASV_2098	3	6	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	6	0	1	d:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Rhizobiales,f:D05-2,g:D05-2,s:uncultured_bacterium
ASV_2099	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	2	0	5	d:Bacteria,p:Abditibacteriota,c:Abditibacteria,o:Abditibacteriales,f:Abditibacteriaceae,g:Abditibacterium,s:metagenome
ASV_21	239	98	160	0	0	0	0	0	0	0	2	0	0	2	30	0	0	2	21	74	64	3	0	0	299	54	174	d:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Caulobacterales,f:Caulobacteraceae,g:PMMR1,s:uncultured_bacterium
ASV_210	3	5	5	2	3	0	26	20	2	19	0	39	1	2	8	0	0	2	4	12	7	5	7	1	21	35	5	d:Bacteria,p:Actinobacteriota,c:Actinobacteria,o:Kineosporiales,f:Kineosporiaceae,g:Quadrisphaera,s:uncultured_Kineococcus
ASV_2100	3	6	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	2	1	1	2	0	0	0	d:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Acetobacterales,f:Acetobacteraceae,g:Craurococcus-Caldovatus,s:uncultured_bacterium
ASV_2101	1	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Burkholderiales,f:Sutterellaceae,g:uncultured,s:uncultured_bacterium
ASV_2102	6	11	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d:Bacteria,p:Chloroflexi,c:Chloroflexia,o:Thermomicrobiales,f:JG30-KF-CM45,g:JG30-KF-CM45,s:uncultured_bacterium
ASV_2103	7	3	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	6	d:Bacteria,p:Chloroflexi,c:Chloroflexia,o:Thermomicrobiales,f:JG30-KF-CM45,g:JG30-KF-CM45,s:uncultured_bacterium
ASV_2104	3	1	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	2	16	1	0	0	1	2	1	1	d:Bacteria,p:Actinobacteriota,c:Thermoleophilia,o:Gaiellales,f:uncultured,g:uncultured,s:uncultured_bacterium
ASV_2105	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	7	4	5	0	0	2	d:Bacteria,p:Actinobacteriota,c:Acidimicrobiia,o:uncultured,f:uncultured,g:uncultured,s:uncultured_Acidimicrobiia
ASV_2106	3	1	5	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	2	2	d:Bacteria,p:Cyanobacteria,c:Cyanobacteriia,o:Cyanobacteriales,f:Chroococcidiopsaceae,g:uncultured,s:uncultured_bacterium
ASV_2107	5	4	2	0	0	0	0	0	1	0	2	0	0	0	1	0	0	0	0	1	1	3	0	1	0	1	0	d:Bacteria,p:Actinobacteriota,c:Actinobacteria,o:Pseudonocardiales,f:Pseudonocardiaceae,g:Crossiella,s:uncultured_bacterium
ASV_2108	0	0	0	12	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	4	2	0	0	0	d:Bacteria,p:Actinobacteriota,c:Actinobacteria,o:Micromonosporales,f:Micromonosporaceae,g:Actinoplanes,s:Actinoplanes_ianthinogenes
ASV_2109	6	1	4	0	0	0	0	0	5	0	1	0	0	1	0	0	0	1	0	6	5	0	0	0	2	0	0	d:Bacteria,p:Acidobacteriota,c:Acidobacteriae,o:Bryobacterales,f:Bryobacteraceae,g:Bryobacter,s:uncultured_bacterium
ASV_211	0	0	0	2	1	0	33	29	3	50	8	65	10	12	2	0	3	2	0	3	4	3	0	0	4	0	0	d:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Sphingomonadales,f:Sphingomonadaceae,g:uncultured,s:uncultured_Alphaproteobacteria
ASV_2110	0	0	0	20	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d:Bacteria,p:Cyanobacteria,c:Cyanobacteriia,o:Cyanobacteriales
ASV_2111	7	3	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	d:Bacteria,p:Actinobacteriota,c:Actinobacteria,o:Pseudonocardiales,f:Pseudonocardiaceae,g:Pseudonocardia,s:uncultured_bacterium
ASV_2112	1	4	1	0	0	0	0	1	8	0	6	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	d:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Rhizobiales,f:Beijerinckiaceae,g:Microvirga,s:uncultured_bacterium
ASV_2113	0	0	0	0	0	0	3	0	0	4	0	5	1	0	1	0	0	0	0	3	1	0	2	1	3	0	0	d:Bacteria,p:Actinobacteriota,c:Actinobacteria,o:Propionibacteriales,f:Nocardioidaceae,g:Nocardioides,s:Nocardioides_sp.
ASV_2114	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d:Bacteria,p:Planctomycetota,c:Phycisphaerae,o:Tepidisphaerales,f:Tepidisphaeraceae,g:Tepidisphaera,s:Tepidisphaera_mucosa
ASV_2115	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	3	7	0	0	0	3	3	0	d:Bacteria,p:Planctomycetota,c:Planctomycetes,o:Gemmatales,f:Gemmataceae,g:Gemmata,s:Gemmata_sp.
ASV_2116	6	2	15	0	0	0	0	0	0	0	0	0	3	0	1	0	0	1	1	0	1	0	0	0	1	0	0	d:Bacteria,p:Actinobacteriota,c:Rubrobacteria,o:Rubrobacterales,f:Rubrobacteriaceae,g:Rubrobacter,s:uncultured_bacterium
ASV_2117	0	0	0	16	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Acetobacterales,f:Acetobacteraceae,g:Roseomonas
ASV_2118	0	0	0	16	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d:Bacteria,p:Cyanobacteria,c:Cyanobacteriia,o:Cyanobacteriales,f:Cyanobacteriaceae
ASV_2119	0	0	2	0	13	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d:Bacteria,p:Actinobacteriota,c:Actinobacteria,o:Euzebyales,f:Euzebyaceae,g:Euzebya
ASV_212	2	6	1	0	0	0	2	1	0	2	14	4	1	45	21	2	21	13	2	3	9	55	47	52	1	2	12	d:Bacteria,p:Acidobacteriota,c:Blastocatellia,o:Blastocatellales,f:Blastocatellaceae,g:Blastocatella,s:uncultured_bacterium
ASV_2120	0	0	0	0	0	0	23	9	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d:Bacteria,p:Actinobacteriota,c:Thermoleophilia,o:Solirubrobacterales,f:Solirubrobacteraceae,g:uncultured,s:uncultured_bacterium
ASV_2121	0	0	0	0	0	0	5	5	0	4	0	4	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	d:Bacteria,p:Actinobacteriota,c:Actinobacteria,o:Propionibacteriales,f:Nocardioidaceae,g:Nocardioides,s:uncultured_bacterium
ASV_2122	0	0	0	0	0	0	3	11	0	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Tistrellales,f:Geminicoccaceae,g:Candidatus_Alysiosphaera,s:uncultured_bacterium
ASV_2123	0	0	0	0	0	0	7	7	6	4	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d:Bacteria,p:Planctomycetota,c:Planctomycetes,o:Isosphaerales,f:Isosphaeraceae,g:uncultured,s:uncultured_bacterium
ASV_2124	0	0	0	0	0	0	12	3	0	4	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d:Bacteria,p:Chloroflexi,c:Chloroflexia,o:Thermomicrobiales,f:JG30-KF-CM45,g:JG30-KF-CM45,s:uncultured_bacterium
ASV_2125	0	0	0	0	0	0	3	8	0	6	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d:Bacteria,p:Chloroflexi,c:Chloroflexia,o:Kallotenuales,f:AKIW781,g:AKIW781,s:uncultured_bacterium
ASV_2126	0	0	0	0	0	0	11	8	0	5	3	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	d:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Sphingomonadales,f:Sphingomonadaceae,g:Sphingomonas,s:uncultured_bacterium
ASV_2127	0	0	0	0	0	0	1	4	0	4	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d:Bacteria,p:Bacteroidota,c:Bacteroidia,o:Cytophagales,f:Spirosomaceae,g:Spirosoma,s:Spirosoma_jeollabukense
ASV_2128	0	0	0	0	0	0	2	3	0	8	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d:Bacteria,p:Actinobacteriota,c:Actinobacteria,o:Propionibacteriales,f:Nocardioidaceae,g:Nocardioides,s:uncultured_bacterium
ASV_2129	0	0	3	0	0	0	1	3	2	3	0	0	0	0	0	0	0	2	2	0	1	0	0	0	1	1	0	d:Bacteria,p:Actinobacteriota,c:Actinobacteria,o:Micromonosporales,f:Micromonosporaceae,g:Spirilliplanes,s:uncultured_bacterium
ASV_213	5	5	7	3	2	0	2	6	1	22	2	24	1	3	8	0	5	1	4	4	5	0	0	1	41	29	33	d:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Rhizobiales,f:Devosiaceae,g:Devosia,s:uncultured_bacterium
ASV_2130	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	7	3	5	0	0	0	d:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Acetobacterales,f:Acetobacteraceae,g:Craurococcus-Caldovatus,s:uncultured_bacterium
ASV_2131	0	0	0	0	0	0	0	0	0	17	0	1	19	1	4	1	0	0	9	0	0	2	2	0	0	1	0	d:Bacteria,p:Firmicutes,c:Bacilli,o:Bacillales,f:Bacillaceae,g:Bacillus,s:Bacillus_aryabhattai
ASV_2132	0	0	0	11	0	0	0	2	0	0	0	5	28	2	0	0	1	0	1	9	2	0	0	0	0	0	0	d:Bacteria,p:Actinobacteriota,c:Actinobacteria,o:Pseudonocardiales,f:Pseudonocardiaceae,g:Pseudonocardia,s:Pseudonocardia_sp.
ASV_2133	0	0	0	0	0	0	5	6	2	2	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Rhodobacterales,f:Rhodobacteraceae,g:uncultured,s:uncultured_forest
ASV_2134	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	2	10	5	10	0	0	0	d:Bacteria,p:Actinobacteriota,c:Thermoleophilia,o:Solirubrobacterales,f:67-14,g:67-14,s:uncultured_Rubrobacteria
ASV_2135	0	2	0	0	0	0	0	0	0	0	1	0	0	9	7	0	2	11	3	3	2	2	5	9	0	1	1	d:Bacteria,p:Acidobacteriota,c:Blastocatellia,o:Pyrinomonadales,f:Pyrinomonadaceae,g:RB41,s:uncultured_bacterium
ASV_2136	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	305	2	0	0	0	0	0	0	0	0	0	0	d:Bacteria,p:Acidobacteriota,c:Acidobacteriae,o:Bryobacterales,f:Bryobacteraceae,g:Bryobacter,s:uncultured_bacterium
ASV_2137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	274	1	0	0	0	0	0	0	0	0	0	0	d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Burkholderiales,f:Oxalobacteraceae,g:Massilia,s:uncultured_bacterium
ASV_2138	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	0	1	2	10	4	0	1	0	d:Bacteria,p:Actinobacteriota,c:Actinobacteria,o:Micromonosporales,f:Micromonosporaceae,g:Dactylosporangium,s:uncultured_bacterium
ASV_2139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	5	12	0	0	0	d:Bacteria,p:Actinobacteriota,c:Rubrobacteria,o:Rubrobacterales,f:Rubrobacteriaceae,g:Rubrobacter,s:uncultured_bacterium
ASV_214	7	10	3	0	0	0	1	1	115	1	2	0	0	0	0	0	0	0	6	9	9	0	2	1	8	7	4	d:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Acetobacterales,f:Acetobacteraceae,g:Craurococcus-Caldovatus,s:Acetobacteraceae_bacterium
ASV_2140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	6	11	0	0	0	d:Bacteria,p:Actinobacteriota,c:Actinobacteria,o:Micromonosporales,f:Micromonosporaceae,g:Virgisporangium,s:uncultured_actinobacterium
ASV_2141	0	0	0	0	0	0	0	2	10	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Tistrellales,f:Geminicoccaceae,g:Candidatus_Alysiosphaera
ASV_2142	9	4	6	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	1	0	0	3	0	2	d:Bacteria,p:Cyanobacteria,c:Cyanobacteriia,o:Cyanobacteriales,f:Chroococcidiopsaceae,g:Aliterella
ASV_2143	0	1	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	8	2	1	0	0	d:Bacteria,p:Planctomycetota,c:Phycisphaerae,o:Tepidisphaerales,f:WD2101_soil_group,g:WD2101_soil_group,s:uncultured_bacterium
ASV_2144	1	3	3	4	0	3	6	0	0	2	1	0	0	0	0	0	0	0	2	7	0	1	7	3	2	0	0	d:Bacteria,p:Firmicutes,c:Bacilli,o:Thermoactinomycetales,f:Thermoactinomycetaceae,g:Kroppenstedtia,s:Kroppenstedtia_eburnea
ASV_2145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	1	5	0	0	0	d:Bacteria,p:Actinobacteriota,c:Actinobacteria,o:Pseudonocardiales,f:Pseudonocardiaceae,g:Pseudonocardia,s:uncultured_bacterium
ASV_2146	0	0	0	0	0	0	0	0	8	0	1	0	0	0	1	0	0	0	1	2	2	0	0	0	5	2	0	d:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Rhizobiales,f:D05-2,g:D05-2,s:uncultured_bacterium
ASV_2147	0	0	0	0	0	0	3	2	0	1	0	0	0	0	0	1	0	0	0	0	0	1	5	8	0	0	0	d:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Sphingomonadales,f:Sphingomonadaceae,g:uncultured,s:uncultured_bacterium
ASV_2148	0	3	2	0	0	0	0	0	0	0	14	0	0	1	0	0	0	0	0	0	2	0	1	0	0	0	0	d:Bacteria,p:Chloroflexi,c:Chloroflexia,o:Kallotenuales,f:AKIW781,g:AKIW781,s:uncultured_bacterium
ASV_2149	0	0	4	0	1	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d:Bacteria,p:Actinobacteriota,c:Actinobacteria,o:Euzebyales,f:Euzebyaceae,g:uncultured,s:uncultured_bacterium
ASV_215	0	0	0	0	0	0	67	45	1	42	9	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d:Bacteria,p:Cyanobacteria,c:Cyanobacteriia,o:Cyanobacteriales,f:Chroococcidiopsaceae,g:Aliterella,s:Synechocystis_sp.
ASV_2150	2	1	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	d:Bacteria,p:Actinobacteriota,c:Actinobacteria,o:Micromonosporales,f:Micromonosporaceae,g:uncultured,s:uncultured_bacterium
ASV_2151	0	2	1	0	0	0	0	0	0	0	0	0	29	0	1	0	0	2	12	2	1	0	3	1	0	0	0	d:Bacteria,p:Bacteroidota,c:Bacteroidia,o:Cytophagales,f:Microscillaceae,g:uncultured,s:uncultured_bacterium
ASV_2152	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	11	0	0	0	0	1	8	8	d:Bacteria,p:Planctomycetota,c:Planctomycetes,o:Isosphaerales,f:Isosphaeraceae,g:Tundrisphaera,s:uncultured_bacterium
ASV_2153	0	2	6	0	0	0	2	3	1	1	0	0	0	0	0	0	0	0	5	2	2	4	3	1	3	0	0	d:Bacteria,p:Cyanobacteria,c:Cyanobacteriia,o:Chloroplast,f:Chloroplast,g:Chloroplast,s:Bromus_tectorum
ASV_2154	0	0	0	3	0	0	3	2	0	3	0	5	0	1	0	0	1	0	0	0	0	6	3	0	0	0	0	d:Bacteria,p:Actinobacteriota,c:Thermoleophilia,o:Gaiellales,f:Gaiellaceae,g:Gaiella,s:uncultured_bacterium
ASV_2155	0	0	0	0	0	0	9	3	0	5	2	0	0	0	0	0	0	0	0	1	0	2	0	1	0	0	0	d:Bacteria,p:Planctomycetota,c:Phycisphaerae,o:Tepidisphaerales,f:WD2101_soil_group,g:WD2101_soil_group,s:uncultured_bacterium
ASV_2156	0	0	0	0	0	0	0	7	2	2	5	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Rhizobiales,f:uncultured,g:uncultured,s:uncultured_bacterium
ASV_2157	0	0	2	0	0	0	0	5	0	8	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d:Bacteria,p:Cyanobacteria,c:Cyanobacteriia,o:Oxyphotobacteria_Incertae_Sedis,f:Unknown_Family,g:Leptolyngbya_VRUC_135,s:uncultured_bacterium
ASV_2158	0	0	0	0	0	0	0	0	14	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d:Bacteria,p:Actinobacteriota,c:Actinobacteria,o:Propionibacteriales,f:Nocardioidaceae,g:Nocardioides,s:uncultured_bacterium
ASV_2159	0	0	0	0	0	0	2	6	0	4	2	0	0	0	0	0	0	0	4	3	0	2	1	3	0	1	0	d:Bacteria,p:Actinobacteriota,c:Thermoleophilia,o:Solirubrobacterales,f:Solirubrobacteraceae,g:Parviterribacter,s:uncultured_bacterium
ASV_216	0	0	1	12	71	104	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	d:Bacteria,p:Actinobacteriota,c:Actinobacteria,o:Kineosporiales,f:Kineosporiaceae,s:uncultured_bacterium
ASV_2160	0	1	0	0	0	0	1	0	0	0	0	6	2	0	0	0	0	2	0	1	1	2	7	6	0	1	0	d:Bacteria,p:Actinobacteriota,c:Thermoleophilia,o:Solirubrobacterales,f:Solirubrobacteraceae,g:Solirubrobacter,s:uncultured_bacterium
ASV_2161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	4	1	0	0	4	3	6	1	0	6	d:Bacteria,p:Actinobacteriota,c:Actinobacteria,o:Pseudonocardiales,f:Pseudonocardiaceae,g:Actinomycetospora,s:uncultured_bacterium
ASV_2162	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	6	3	6	0	0	0	d:Bacteria,p:Planctomycetota,c:Phycisphaerae,o:Tepidisphaerales,f:WD2101_soil_group,g:WD2101_soil_group,s:uncultured_planctomycete
ASV_2163	0	0	0	0	0	0	3	4	1	3	0	5	9	1	0	0	2	0	1	0	0	0	0	0	0	1	0	d:Bacteria,p:Actinobacteriota,c:Actinobacteria,o:Propionibacteriales,f:Nocardioidaceae,g:Nocardioides,s:uncultured_actinobacterium
ASV_2164	0	3	1	0	0	0	0	2	1	2	0	2	5	0	2	0	2	0	6	4	2	0	0	0	7	0	1	d:Bacteria,p:Actinobacteriota,c:Actinobacteria,o:Propionibacteriales,f:Nocardioidaceae,g:Nocardioides,s:uncultured_bacterium
